Year,OSHPD ID,Principal Diagnosis Group,Count
2009,121051,All Pregnancies,393
2009,121051,Skin Disorders,53
2009,121051,Musculoskeletal,180
2009,121051,Perinatal Disorders,7
2009,121051,Symptoms,60
2009,121051,Injuries/Drugs/Complications,162
2009,121051,Other Reasons for Health Services,25
2009,121051,Births,368
2009,121080,Infections,245
2009,121080,Neoplasms,373
2009,121080,Endocrine/Metabolism,219
2009,121080,Blood/Blood-forming Organs,55
2009,121080,Psychoses & Neurosis,87
2009,121080,Nervous & Sensory Systems,106
2009,121080,Circulatory,1097
2009,121080,Respiratory,578
2009,121080,Digestive,781
2009,121080,Genitourinary,505
2009,121080,All Pregnancies,767
2009,121080,Skin Disorders,198
2009,121080,Musculoskeletal,425
2009,121080,Congenital Anomalies (Birth Defects),16
2009,121080,Perinatal Disorders,43
2009,121080,Symptoms,220
2009,121080,Injuries/Drugs/Complications,689
2009,121080,Other Reasons for Health Services,172
2009,121080,Births,705
2009,124004,Psychoses & Neurosis,636
2009,124004,Other Reasons for Health Services,1
2009,130699,Infections,216
2009,130699,Neoplasms,198
2009,130699,Endocrine/Metabolism,281
2009,130699,Blood/Blood-forming Organs,82
2009,130699,Psychoses & Neurosis,27
2009,130699,Nervous & Sensory Systems,67
2009,130699,Circulatory,790
2009,130699,Respiratory,765
2009,130699,Digestive,888
2009,130699,Genitourinary,364
2009,130699,All Pregnancies,1580
2009,130699,Skin Disorders,96
2009,130699,Musculoskeletal,182
2009,130699,Congenital Anomalies (Birth Defects),2
2009,130699,Perinatal Disorders,40
2009,130699,Symptoms,264
2009,130699,Injuries/Drugs/Complications,320
2009,130699,Other Reasons for Health Services,23
2009,130699,Births,1428
2009,130760,Infections,140
2009,130760,Neoplasms,160
2009,130760,Endocrine/Metabolism,261
2009,130760,Blood/Blood-forming Organs,68
2009,130760,Psychoses & Neurosis,20
2009,130760,Nervous & Sensory Systems,60
2009,130760,Circulatory,592
2009,130760,Respiratory,685
2009,130760,Digestive,737
2009,130760,Genitourinary,496
2009,130760,All Pregnancies,1773
2009,130760,Skin Disorders,165
2009,130760,Musculoskeletal,196
2009,130760,Congenital Anomalies (Birth Defects),3
2009,130760,Perinatal Disorders,23
2009,130760,Symptoms,195
2009,130760,Injuries/Drugs/Complications,217
2009,130760,Other Reasons for Health Services,12
2009,130760,Births,1655
2009,141273,Infections,19
2009,141273,Neoplasms,38
2009,141273,Endocrine/Metabolism,42
2009,141273,Blood/Blood-forming Organs,8
2009,141273,Psychoses & Neurosis,15
2009,141273,Nervous & Sensory Systems,6
2009,141273,Circulatory,109
2009,141273,Respiratory,124
2009,141273,Digestive,140
2009,141273,Genitourinary,68
2009,141273,All Pregnancies,250
2009,141273,Skin Disorders,21
2009,141273,Musculoskeletal,47
2009,141273,Perinatal Disorders,13
2009,141273,Symptoms,53
2009,141273,Injuries/Drugs/Complications,96
2009,141273,Other Reasons for Health Services,5
2009,141273,Births,232
2009,141338,Infections,2
2009,141338,Neoplasms,2
2009,141338,Endocrine/Metabolism,7
2009,141338,Blood/Blood-forming Organs,1
2009,141338,Psychoses & Neurosis,4
2009,141338,Circulatory,6
2009,141338,Respiratory,6
2009,141338,Digestive,2
2009,141338,Genitourinary,1
2009,141338,Symptoms,15
2009,141338,Injuries/Drugs/Complications,3
2009,150706,Infections,106
2009,150706,Neoplasms,97
2009,150706,Endocrine/Metabolism,302
2009,150706,Blood/Blood-forming Organs,71
2009,150706,Psychoses & Neurosis,7
2009,150706,Nervous & Sensory Systems,37
2009,150706,Circulatory,350
2009,150706,Respiratory,477
2009,150706,Digestive,595
2009,150706,Genitourinary,269
2009,150706,All Pregnancies,1038
2009,150706,Skin Disorders,78
2009,150706,Musculoskeletal,82
2009,150706,Congenital Anomalies (Birth Defects),3
2009,150706,Perinatal Disorders,39
2009,150706,Symptoms,143
2009,150706,Injuries/Drugs/Complications,167
2009,150706,Other Reasons for Health Services,10
2009,150706,Births,957
2009,150722,Infections,778
2009,150722,Neoplasms,634
2009,150722,Endocrine/Metabolism,635
2009,150722,Blood/Blood-forming Organs,140
2009,150722,Psychoses & Neurosis,49
2009,150722,Nervous & Sensory Systems,242
2009,150722,Circulatory,2511
2009,150722,Respiratory,1640
2009,150722,Digestive,1707
2009,150722,Genitourinary,1078
2009,150722,All Pregnancies,3669
2009,150722,Skin Disorders,309
2009,150722,Musculoskeletal,984
2009,150722,Congenital Anomalies (Birth Defects),42
2009,150722,Perinatal Disorders,225
2009,150722,Symptoms,966
2009,150722,Injuries/Drugs/Complications,981
2009,150722,Other Reasons for Health Services,118
2009,150722,Births,3495
2009,150736,Infections,268
2009,150736,Neoplasms,321
2009,150736,Endocrine/Metabolism,323
2009,150736,Blood/Blood-forming Organs,121
2009,150736,Psychoses & Neurosis,823
2009,150736,Nervous & Sensory Systems,136
2009,150736,Circulatory,481
2009,150736,Respiratory,579
2009,150736,Digestive,844
2009,150736,Genitourinary,379
2009,150736,All Pregnancies,4415
2009,150736,Skin Disorders,283
2009,150736,Musculoskeletal,225
2009,150736,Congenital Anomalies (Birth Defects),23
2009,150736,Perinatal Disorders,202
2009,150736,Symptoms,275
2009,150736,Injuries/Drugs/Complications,1640
2009,150736,Other Reasons for Health Services,44
2009,150736,Births,4128
2009,150737,Infections,70
2009,150737,Neoplasms,13
2009,150737,Endocrine/Metabolism,60
2009,150737,Blood/Blood-forming Organs,8
2009,150737,Psychoses & Neurosis,16
2009,150737,Nervous & Sensory Systems,49
2009,150737,Circulatory,173
2009,150737,Respiratory,244
2009,150737,Digestive,88
2009,150737,Genitourinary,55
2009,150737,Skin Disorders,30
2009,150737,Musculoskeletal,25
2009,150737,Symptoms,72
2009,150737,Injuries/Drugs/Complications,18
2009,150737,Other Reasons for Health Services,10
2009,150761,Infections,722
2009,150761,Neoplasms,612
2009,150761,Endocrine/Metabolism,539
2009,150761,Blood/Blood-forming Organs,135
2009,150761,Psychoses & Neurosis,68
2009,150761,Nervous & Sensory Systems,310
2009,150761,Circulatory,923
2009,150761,Respiratory,1114
2009,150761,Digestive,1675
2009,150761,Genitourinary,948
2009,150761,All Pregnancies,2698
2009,150761,Skin Disorders,281
2009,150761,Musculoskeletal,511
2009,150761,Congenital Anomalies (Birth Defects),8
2009,150761,Perinatal Disorders,9
2009,150761,Symptoms,502
2009,150761,Injuries/Drugs/Complications,1230
2009,150761,Other Reasons for Health Services,66
2009,150761,Births,2532
2009,150775,Infections,58
2009,150775,Neoplasms,12
2009,150775,Endocrine/Metabolism,127
2009,150775,Blood/Blood-forming Organs,40
2009,150775,Psychoses & Neurosis,2217
2009,150775,Nervous & Sensory Systems,44
2009,150775,Circulatory,184
2009,150775,Respiratory,352
2009,150775,Digestive,154
2009,150775,Genitourinary,72
2009,150775,All Pregnancies,1
2009,150775,Skin Disorders,216
2009,150775,Musculoskeletal,16
2009,150775,Symptoms,176
2009,150775,Injuries/Drugs/Complications,42
2009,150775,Other Reasons for Health Services,3
2009,150782,Infections,199
2009,150782,Neoplasms,60
2009,150782,Endocrine/Metabolism,154
2009,150782,Blood/Blood-forming Organs,45
2009,150782,Psychoses & Neurosis,12
2009,150782,Nervous & Sensory Systems,17
2009,150782,Circulatory,333
2009,150782,Respiratory,391
2009,150782,Digestive,414
2009,150782,Genitourinary,131
2009,150782,All Pregnancies,654
2009,150782,Skin Disorders,130
2009,150782,Musculoskeletal,13
2009,150782,Congenital Anomalies (Birth Defects),1
2009,150782,Perinatal Disorders,26
2009,150782,Symptoms,150
2009,150782,Injuries/Drugs/Complications,168
2009,150782,Other Reasons for Health Services,6
2009,150782,Births,342
2009,150788,Infections,917
2009,150788,Neoplasms,589
2009,150788,Endocrine/Metabolism,679
2009,150788,Blood/Blood-forming Organs,229
2009,150788,Psychoses & Neurosis,67
2009,150788,Nervous & Sensory Systems,379
2009,150788,Circulatory,2762
2009,150788,Respiratory,1427
2009,150788,Digestive,2283
2009,150788,Genitourinary,897
2009,150788,All Pregnancies,2721
2009,150788,Skin Disorders,363
2009,150788,Musculoskeletal,1007
2009,150788,Congenital Anomalies (Birth Defects),27
2009,150788,Perinatal Disorders,33
2009,150788,Symptoms,1274
2009,150788,Injuries/Drugs/Complications,1239
2009,150788,Other Reasons for Health Services,78
2009,150788,Births,2562
2009,150808,Infections,4
2009,150808,Neoplasms,3
2009,150808,Endocrine/Metabolism,25
2009,150808,Blood/Blood-forming Organs,3
2009,150808,Psychoses & Neurosis,3
2009,150808,Nervous & Sensory Systems,2
2009,150808,Circulatory,19
2009,150808,Respiratory,68
2009,150808,Digestive,22
2009,150808,Genitourinary,23
2009,150808,All Pregnancies,2
2009,150808,Skin Disorders,13
2009,150808,Musculoskeletal,4
2009,150808,Perinatal Disorders,1
2009,150808,Symptoms,20
2009,150808,Injuries/Drugs/Complications,9
2009,150808,Other Reasons for Health Services,5
2009,154022,Injuries/Drugs/Complications,1
2009,154022,Other Reasons for Health Services,1477
2009,154101,Infections,225
2009,154101,Neoplasms,89
2009,154101,Endocrine/Metabolism,106
2009,154101,Blood/Blood-forming Organs,21
2009,154101,Psychoses & Neurosis,3
2009,154101,Nervous & Sensory Systems,25
2009,154101,Circulatory,2122
2009,154101,Respiratory,422
2009,154101,Digestive,275
2009,154101,Genitourinary,146
2009,154101,Skin Disorders,32
2009,154101,Musculoskeletal,20
2009,154101,Congenital Anomalies (Birth Defects),7
2009,154101,Symptoms,222
2009,154101,Injuries/Drugs/Complications,108
2009,154147,Psychoses & Neurosis,593
2009,154147,Other Reasons for Health Services,1
2009,160702,Infections,7
2009,160702,Neoplasms,7
2009,160702,Endocrine/Metabolism,54
2009,160702,Blood/Blood-forming Organs,10
2009,160702,Psychoses & Neurosis,8
2009,160702,Nervous & Sensory Systems,11
2009,160702,Circulatory,15
2009,160702,Respiratory,50
2009,160702,Digestive,20
2009,160702,Genitourinary,33
2009,160702,All Pregnancies,3
2009,160702,Skin Disorders,22
2009,160702,Musculoskeletal,11
2009,160702,Symptoms,23
2009,160702,Injuries/Drugs/Complications,17
2009,160702,Other Reasons for Health Services,48
2009,160725,Infections,333
2009,160725,Neoplasms,316
2009,160725,Endocrine/Metabolism,505
2009,160725,Blood/Blood-forming Organs,152
2009,160725,Psychoses & Neurosis,77
2009,160725,Nervous & Sensory Systems,125
2009,160725,Circulatory,1130
2009,160725,Respiratory,1023
2009,160725,Digestive,1505
2009,160725,Genitourinary,618
2009,160725,All Pregnancies,1325
2009,160725,Skin Disorders,248
2009,160725,Musculoskeletal,484
2009,160725,Congenital Anomalies (Birth Defects),2
2009,160725,Perinatal Disorders,18
2009,160725,Symptoms,900
2009,160725,Injuries/Drugs/Complications,616
2009,160725,Other Reasons for Health Services,46
2009,160725,Births,1227
2009,160787,Infections,59
2009,160787,Neoplasms,88
2009,160787,Endocrine/Metabolism,135
2009,160787,Blood/Blood-forming Organs,41
2009,160787,Psychoses & Neurosis,22
2009,160787,Nervous & Sensory Systems,20
2009,160787,Circulatory,250
2009,160787,Respiratory,239
2009,160787,Digestive,349
2009,160787,Genitourinary,299
2009,160787,All Pregnancies,2351
2009,160787,Skin Disorders,70
2009,160787,Musculoskeletal,35
2009,160787,Congenital Anomalies (Birth Defects),1
2009,160787,Perinatal Disorders,17
2009,160787,Symptoms,161
2009,160787,Injuries/Drugs/Complications,109
2009,160787,Other Reasons for Health Services,3
2009,160787,Births,2072
2009,171049,Infections,61
2009,171049,Neoplasms,35
2009,171049,Endocrine/Metabolism,127
2009,171049,Blood/Blood-forming Organs,20
2009,171049,Psychoses & Neurosis,33
2009,171049,Nervous & Sensory Systems,27
2009,171049,Circulatory,152
2009,171049,Respiratory,327
2009,171049,Digestive,304
2009,171049,Genitourinary,84
2009,171049,All Pregnancies,217
2009,171049,Skin Disorders,59
2009,171049,Musculoskeletal,36
2009,171049,Perinatal Disorders,11
2009,171049,Symptoms,67
2009,171049,Injuries/Drugs/Complications,127
2009,171049,Other Reasons for Health Services,39
2009,171049,Births,198
2009,171395,Infections,149
2009,171395,Neoplasms,85
2009,171395,Endocrine/Metabolism,60
2009,171395,Blood/Blood-forming Organs,28
2009,171395,Psychoses & Neurosis,20
2009,171395,Nervous & Sensory Systems,31
2009,171395,Circulatory,228
2009,171395,Respiratory,257
2009,171395,Digestive,273
2009,171395,Genitourinary,88
2009,171395,All Pregnancies,365
2009,171395,Skin Disorders,55
2009,171395,Musculoskeletal,228
2009,171395,Congenital Anomalies (Birth Defects),2
2009,171395,Perinatal Disorders,8
2009,171395,Symptoms,52
2009,171395,Injuries/Drugs/Complications,247
2009,171395,Other Reasons for Health Services,52
2009,171395,Births,341
2009,184008,Infections,33
2009,184008,Neoplasms,22
2009,184008,Endocrine/Metabolism,94
2009,184008,Blood/Blood-forming Organs,17
2009,184008,Psychoses & Neurosis,14
2009,184008,Nervous & Sensory Systems,12
2009,184008,Circulatory,67
2009,184008,Respiratory,230
2009,184008,Digestive,231
2009,184008,Genitourinary,100
2009,184008,All Pregnancies,355
2009,184008,Skin Disorders,44
2009,184008,Musculoskeletal,22
2009,184008,Perinatal Disorders,14
2009,184008,Symptoms,51
2009,184008,Injuries/Drugs/Complications,78
2009,184008,Other Reasons for Health Services,1
2009,184008,Births,314
2009,190017,Infections,464
2009,190017,Neoplasms,207
2009,190017,Endocrine/Metabolism,188
2009,190017,Blood/Blood-forming Organs,90
2009,190017,Psychoses & Neurosis,22
2009,190017,Nervous & Sensory Systems,94
2009,190017,Circulatory,663
2009,190017,Respiratory,527
2009,190017,Digestive,519
2009,190017,Genitourinary,279
2009,190017,All Pregnancies,7
2009,190017,Skin Disorders,94
2009,190017,Musculoskeletal,42
2009,190017,Congenital Anomalies (Birth Defects),2
2009,190017,Symptoms,288
2009,190017,Injuries/Drugs/Complications,188
2009,190017,Other Reasons for Health Services,207
2009,190020,Psychoses & Neurosis,4019
2009,190034,Infections,707
2009,190034,Neoplasms,783
2009,190034,Endocrine/Metabolism,908
2009,190034,Blood/Blood-forming Organs,353
2009,190034,Psychoses & Neurosis,711
2009,190034,Nervous & Sensory Systems,391
2009,190034,Circulatory,2811
2009,190034,Respiratory,2832
2009,190034,Digestive,2623
2009,190034,Genitourinary,1118
2009,190034,All Pregnancies,6214
2009,190034,Skin Disorders,347
2009,190034,Musculoskeletal,896
2009,190034,Congenital Anomalies (Birth Defects),19
2009,190034,Perinatal Disorders,172
2009,190034,Symptoms,1575
2009,190034,Injuries/Drugs/Complications,1832
2009,190034,Other Reasons for Health Services,93
2009,190034,Births,5599
2009,190045,Infections,1
2009,190045,Neoplasms,3
2009,190045,Endocrine/Metabolism,2
2009,190045,Blood/Blood-forming Organs,2
2009,190045,Psychoses & Neurosis,3
2009,190045,Nervous & Sensory Systems,3
2009,190045,Circulatory,4
2009,190045,Respiratory,6
2009,190045,Digestive,5
2009,190045,Genitourinary,3
2009,190045,Musculoskeletal,1
2009,190045,Symptoms,1
2009,190045,Injuries/Drugs/Complications,1
2009,190049,Infections,136
2009,190049,Neoplasms,7
2009,190049,Endocrine/Metabolism,9
2009,190049,Blood/Blood-forming Organs,1
2009,190049,Nervous & Sensory Systems,3
2009,190049,Circulatory,14
2009,190049,Respiratory,371
2009,190049,Digestive,34
2009,190049,Genitourinary,23
2009,190049,Skin Disorders,62
2009,190049,Musculoskeletal,33
2009,190049,Injuries/Drugs/Complications,29
2009,190049,Other Reasons for Health Services,2
2009,190052,Infections,107
2009,190052,Neoplasms,1
2009,190052,Endocrine/Metabolism,2
2009,190052,Blood/Blood-forming Organs,2
2009,190052,Nervous & Sensory Systems,5
2009,190052,Circulatory,11
2009,190052,Respiratory,481
2009,190052,Digestive,11
2009,190052,Genitourinary,4
2009,190052,Skin Disorders,10
2009,190052,Musculoskeletal,1
2009,190052,Symptoms,4
2009,190052,Injuries/Drugs/Complications,24
2009,190052,Other Reasons for Health Services,33
2009,190053,Infections,582
2009,190053,Neoplasms,296
2009,190053,Endocrine/Metabolism,557
2009,190053,Blood/Blood-forming Organs,157
2009,190053,Psychoses & Neurosis,100
2009,190053,Nervous & Sensory Systems,208
2009,190053,Circulatory,1401
2009,190053,Respiratory,1027
2009,190053,Digestive,980
2009,190053,Genitourinary,491
2009,190053,All Pregnancies,3244
2009,190053,Skin Disorders,184
2009,190053,Musculoskeletal,297
2009,190053,Congenital Anomalies (Birth Defects),10
2009,190053,Perinatal Disorders,113
2009,190053,Symptoms,445
2009,190053,Injuries/Drugs/Complications,739
2009,190053,Other Reasons for Health Services,652
2009,190053,Births,2923
2009,190066,Infections,116
2009,190066,Neoplasms,128
2009,190066,Endocrine/Metabolism,140
2009,190066,Blood/Blood-forming Organs,46
2009,190066,Psychoses & Neurosis,1147
2009,190066,Nervous & Sensory Systems,42
2009,190066,Circulatory,238
2009,190066,Respiratory,311
2009,190066,Digestive,359
2009,190066,Genitourinary,226
2009,190066,All Pregnancies,1647
2009,190066,Skin Disorders,88
2009,190066,Musculoskeletal,43
2009,190066,Congenital Anomalies (Birth Defects),1
2009,190066,Perinatal Disorders,75
2009,190066,Symptoms,187
2009,190066,Injuries/Drugs/Complications,84
2009,190066,Other Reasons for Health Services,20
2009,190066,Births,1267
2009,190081,Infections,556
2009,190081,Neoplasms,304
2009,190081,Endocrine/Metabolism,470
