Year,OSHPD ID,Admission_Source_Route,Count
2009,392232,Not Your Emergency Room (or No ER),1439
2009,392287,Your Emergency Room,1686
2009,392287,Not Your Emergency Room (or No ER),2609
2009,394003,Not Your Emergency Room (or No ER),1149
2009,394009,Your Emergency Room,4602
2009,394009,Not Your Emergency Room (or No ER),6958
2009,400466,Your Emergency Room,1987
2009,400466,Not Your Emergency Room (or No ER),803
2009,400480,Your Emergency Room,2165
2009,400480,Not Your Emergency Room (or No ER),3386
2009,400524,Your Emergency Room,2674
2009,400524,Not Your Emergency Room (or No ER),4263
2009,400548,Your Emergency Room,3966
2009,400548,Not Your Emergency Room (or No ER),2472
2009,404046,Not Your Emergency Room (or No ER),1139
2009,410782,Your Emergency Room,2906
2009,410782,Not Your Emergency Room (or No ER),1188
2009,410804,Your Emergency Room,2922
2009,410804,Not Your Emergency Room (or No ER),5588
2009,410806,Your Emergency Room,4055
2009,410806,Not Your Emergency Room (or No ER),1779
2009,410817,Your Emergency Room,5319
2009,410817,Not Your Emergency Room (or No ER),4907
2009,410828,Not Your Emergency Room (or No ER),83
2009,410852,Your Emergency Room,7991
2009,410852,Not Your Emergency Room (or No ER),8365
2009,410852,Unknown,2
2009,410891,Your Emergency Room,2982
2009,410891,Not Your Emergency Room (or No ER),6379
2009,414018,Not Your Emergency Room (or No ER),462
2009,420483,Your Emergency Room,600
2009,420483,Not Your Emergency Room (or No ER),921
2009,420491,Your Emergency Room,1557
2009,420491,Not Your Emergency Room (or No ER),1520
2009,420493,Your Emergency Room,5805
2009,420493,Not Your Emergency Room (or No ER),7763
2009,420514,Your Emergency Room,7574
2009,420514,Not Your Emergency Room (or No ER),13911
2009,420522,Your Emergency Room,210
2009,420522,Not Your Emergency Room (or No ER),90
2009,424002,Not Your Emergency Room (or No ER),420
2009,430705,Your Emergency Room,9418
2009,430705,Not Your Emergency Room (or No ER),1619
2009,430705,Unknown,6
2009,430743,Your Emergency Room,319
2009,430743,Not Your Emergency Room (or No ER),490
2009,430763,Your Emergency Room,7633
2009,430763,Not Your Emergency Room (or No ER),13916
2009,430779,Your Emergency Room,8406
2009,430779,Not Your Emergency Room (or No ER),12756
2009,430837,Your Emergency Room,6684
2009,430837,Not Your Emergency Room (or No ER),10610
2009,430883,Your Emergency Room,11077
2009,430883,Not Your Emergency Room (or No ER),16847
2009,430905,Your Emergency Room,8878
2009,430905,Not Your Emergency Room (or No ER),14986
2009,431506,Your Emergency Room,5082
2009,431506,Not Your Emergency Room (or No ER),8922
2009,434040,Not Your Emergency Room (or No ER),16654
2009,434051,Not Your Emergency Room (or No ER),16
2009,434138,Your Emergency Room,2131
2009,434138,Not Your Emergency Room (or No ER),1952
2009,434153,Your Emergency Room,8818
2009,434153,Not Your Emergency Room (or No ER),16113
2009,440755,Your Emergency Room,6422
2009,440755,Not Your Emergency Room (or No ER),6936
2009,440755,Unknown,3
2009,444012,Not Your Emergency Room (or No ER),2833
2009,444013,Your Emergency Room,2582
2009,444013,Not Your Emergency Room (or No ER),4532
2009,450936,Your Emergency Room,301
2009,450936,Not Your Emergency Room (or No ER),358
2009,450940,Your Emergency Room,3904
2009,450940,Not Your Emergency Room (or No ER),707
2009,450949,Your Emergency Room,7353
2009,450949,Not Your Emergency Room (or No ER),8944
2009,454012,Not Your Emergency Room (or No ER),989
2009,454013,Not Your Emergency Room (or No ER),381
2009,470871,Your Emergency Room,699
2009,470871,Not Your Emergency Room (or No ER),893
2009,474007,Your Emergency Room,1091
2009,474007,Not Your Emergency Room (or No ER),801
2009,480989,Your Emergency Room,7168
2009,480989,Not Your Emergency Room (or No ER),9265
2009,481015,Not Your Emergency Room (or No ER),1979
2009,481094,Your Emergency Room,2904
2009,481094,Not Your Emergency Room (or No ER),2627
2009,481357,Your Emergency Room,3272
2009,481357,Not Your Emergency Room (or No ER),3523
2009,484001,Your Emergency Room,2289
2009,484001,Not Your Emergency Room (or No ER),334
2009,484028,Not Your Emergency Room (or No ER),765
2009,484044,Your Emergency Room,614
2009,484044,Not Your Emergency Room (or No ER),87
2009,490919,Your Emergency Room,1717
2009,490919,Not Your Emergency Room (or No ER),5311
2009,490919,Unknown,1
2009,490964,Your Emergency Room,606
2009,490964,Not Your Emergency Room (or No ER),316
2009,490964,Unknown,1
2009,491001,Your Emergency Room,2078
2009,491001,Not Your Emergency Room (or No ER),1417
2009,491064,Your Emergency Room,6872
2009,491064,Not Your Emergency Room (or No ER),5989
2009,491076,Your Emergency Room,1067
2009,491076,Not Your Emergency Room (or No ER),1142
2009,491338,Your Emergency Room,925
2009,491338,Not Your Emergency Room (or No ER),397
2009,494019,Your Emergency Room,4695
2009,494019,Not Your Emergency Room (or No ER),6272
2009,500852,Your Emergency Room,8842
2009,500852,Not Your Emergency Room (or No ER),15839
2009,500867,Your Emergency Room,6893
2009,500867,Not Your Emergency Room (or No ER),5337
2009,500939,Your Emergency Room,13747
2009,500939,Not Your Emergency Room (or No ER),9352
2009,500954,Not Your Emergency Room (or No ER),170
2009,500967,Your Emergency Room,869
2009,500967,Not Your Emergency Room (or No ER),1246
2009,504038,Not Your Emergency Room (or No ER),1124
2009,510882,Not Your Emergency Room (or No ER),8285
2009,514001,Not Your Emergency Room (or No ER),325
2009,514030,Not Your Emergency Room (or No ER),241
2009,514033,Not Your Emergency Room (or No ER),542
2009,514037,Not Your Emergency Room (or No ER),251
2009,521041,Your Emergency Room,1765
2009,521041,Not Your Emergency Room (or No ER),2703
2009,531059,Your Emergency Room,302
2009,531059,Not Your Emergency Room (or No ER),116
2009,540734,Your Emergency Room,10467
2009,540734,Not Your Emergency Room (or No ER),15138
2009,540798,Your Emergency Room,5151
2009,540798,Not Your Emergency Room (or No ER),4668
2009,540816,Your Emergency Room,2925
2009,540816,Not Your Emergency Room (or No ER),3790
2009,551061,Not Your Emergency Room (or No ER),10
2009,554011,Your Emergency Room,3181
2009,554011,Not Your Emergency Room (or No ER),2137
2009,554011,Unknown,3
2009,560203,Not Your Emergency Room (or No ER),3335
2009,560473,Your Emergency Room,5745
2009,560473,Not Your Emergency Room (or No ER),9811
2009,560473,Unknown,1
2009,560481,Your Emergency Room,5634
2009,560481,Not Your Emergency Room (or No ER),11253
2009,560492,Your Emergency Room,7427
2009,560492,Not Your Emergency Room (or No ER),7862
2009,560492,Unknown,3
2009,560501,Your Emergency Room,597
2009,560501,Not Your Emergency Room (or No ER),468
2009,560508,Your Emergency Room,2448
2009,560508,Not Your Emergency Room (or No ER),1161
2009,560525,Your Emergency Room,3904
2009,560525,Not Your Emergency Room (or No ER),2546
2009,560525,Unknown,3
2009,560529,Your Emergency Room,6277
2009,560529,Not Your Emergency Room (or No ER),7030
2009,560529,Unknown,1
2009,560838,Not Your Emergency Room (or No ER),204
2009,564121,Not Your Emergency Room (or No ER),952
2009,571086,Your Emergency Room,2000
2009,571086,Not Your Emergency Room (or No ER),2792
2009,574010,Your Emergency Room,1177
2009,574010,Not Your Emergency Room (or No ER),3532
2009,580996,Your Emergency Room,5546
2009,580996,Not Your Emergency Room (or No ER),1596
2010,10735,Your Emergency Room,2262
2010,10735,Not Your Emergency Room (or No ER),352
2010,10739,Your Emergency Room,6981
2010,10739,Not Your Emergency Room (or No ER),18131
2010,10776,Your Emergency Room,7508
2010,10776,Not Your Emergency Room (or No ER),3484
2010,10782,Not Your Emergency Room (or No ER),186
2010,10805,Your Emergency Room,6302
2010,10805,Not Your Emergency Room (or No ER),3900
2010,10844,Not Your Emergency Room (or No ER),3513
2010,10846,Your Emergency Room,7937
2010,10846,Not Your Emergency Room (or No ER),6903
2010,10856,Your Emergency Room,9149
2010,10856,Not Your Emergency Room (or No ER),11363
2010,10858,Your Emergency Room,8939
2010,10858,Not Your Emergency Room (or No ER),9071
2010,10887,Not Your Emergency Room (or No ER),472
2010,10937,Your Emergency Room,8449
2010,10937,Not Your Emergency Room (or No ER),5505
2010,10967,Your Emergency Room,5361
2010,10967,Not Your Emergency Room (or No ER),3137
2010,10987,Your Emergency Room,7437
2010,10987,Not Your Emergency Room (or No ER),7397
2010,13619,Your Emergency Room,3414
2010,13619,Not Your Emergency Room (or No ER),610
2010,13687,Not Your Emergency Room (or No ER),561
2010,14034,Not Your Emergency Room (or No ER),3445
2010,14050,Your Emergency Room,4116
2010,14050,Not Your Emergency Room (or No ER),5114
2010,14050,Unknown,1
2010,14207,Not Your Emergency Room (or No ER),1373
2010,14226,Not Your Emergency Room (or No ER),586
2010,34002,Your Emergency Room,1493
2010,34002,Not Your Emergency Room (or No ER),1082
2010,40802,Your Emergency Room,509
2010,40802,Not Your Emergency Room (or No ER),261
2010,40875,Your Emergency Room,3052
2010,40875,Not Your Emergency Room (or No ER),3074
2010,40937,Your Emergency Room,7639
2010,40937,Not Your Emergency Room (or No ER),2457
2010,40962,Your Emergency Room,8630
2010,40962,Not Your Emergency Room (or No ER),7494
2010,44006,Not Your Emergency Room (or No ER),658
2010,50932,Your Emergency Room,1172
2010,50932,Not Your Emergency Room (or No ER),327
2010,60870,Your Emergency Room,682
2010,60870,Not Your Emergency Room (or No ER),649
2010,70904,Your Emergency Room,5302
2010,70904,Not Your Emergency Room (or No ER),792
2010,70924,Your Emergency Room,5235
2010,70924,Not Your Emergency Room (or No ER),6312
2010,70934,Your Emergency Room,6309
2010,70934,Not Your Emergency Room (or No ER),2402
2010,70988,Your Emergency Room,9836
2010,70988,Not Your Emergency Room (or No ER),9719
2010,70990,Your Emergency Room,8187
2010,70990,Not Your Emergency Room (or No ER),10135
2010,71018,Your Emergency Room,6203
2010,71018,Not Your Emergency Room (or No ER),2795
2010,74017,Your Emergency Room,2751
2010,74017,Not Your Emergency Room (or No ER),2752
2010,74039,Not Your Emergency Room (or No ER),2790
2010,74097,Your Emergency Room,4268
2010,74097,Not Your Emergency Room (or No ER),5121
2010,84001,Your Emergency Room,1919
2010,84001,Not Your Emergency Room (or No ER),885
2010,84001,Unknown,1
2010,90793,Your Emergency Room,1356
2010,90793,Not Your Emergency Room (or No ER),1407
2010,90933,Your Emergency Room,3960
2010,90933,Not Your Emergency Room (or No ER),2068
2010,94002,Not Your Emergency Room (or No ER),333
2010,100005,Your Emergency Room,3650
2010,100005,Not Your Emergency Room (or No ER),9172
2010,100697,Your Emergency Room,829
2010,100697,Not Your Emergency Room (or No ER),217
2010,100717,Your Emergency Room,22130
2010,100717,Not Your Emergency Room (or No ER),21154
2010,100745,Not Your Emergency Room (or No ER),25
2010,100797,Your Emergency Room,651
2010,100797,Not Your Emergency Room (or No ER),2593
2010,100899,Your Emergency Room,15564
2010,100899,Not Your Emergency Room (or No ER),13787
2010,104023,Not Your Emergency Room (or No ER),1511
2010,104047,Not Your Emergency Room (or No ER),2392
2010,104062,Your Emergency Room,4424
2010,104062,Not Your Emergency Room (or No ER),4158
2010,104089,Not Your Emergency Room (or No ER),900
2010,105029,Not Your Emergency Room (or No ER),3477
2010,110889,Your Emergency Room,324
2010,110889,Not Your Emergency Room (or No ER),39
2010,121002,Your Emergency Room,1265
2010,121002,Not Your Emergency Room (or No ER),1294
2010,121031,Your Emergency Room,35
2010,121031,Not Your Emergency Room (or No ER),29
2010,121051,Your Emergency Room,787
2010,121051,Not Your Emergency Room (or No ER),1144
2010,121080,Your Emergency Room,3472
2010,121080,Not Your Emergency Room (or No ER),3511
2010,124004,Not Your Emergency Room (or No ER),601
2010,130699,Your Emergency Room,4468
2010,130699,Not Your Emergency Room (or No ER),3162
2010,130699,Unknown,5
2010,130760,Your Emergency Room,3803
2010,130760,Not Your Emergency Room (or No ER),4679
2010,141273,Your Emergency Room,503
2010,141273,Not Your Emergency Room (or No ER),578
2010,141338,Your Emergency Room,39
2010,141338,Not Your Emergency Room (or No ER),34
2010,150706,Your Emergency Room,1920
2010,150706,Not Your Emergency Room (or No ER),2587
2010,150722,Your Emergency Room,7899
2010,150722,Not Your Emergency Room (or No ER),12721
2010,150736,Your Emergency Room,5245
2010,150736,Not Your Emergency Room (or No ER),9966
2010,150736,Unknown,1
2010,150737,Your Emergency Room,731
2010,150737,Not Your Emergency Room (or No ER),279
2010,150761,Your Emergency Room,7280
2010,150761,Not Your Emergency Room (or No ER),6914
2010,150775,Not Your Emergency Room (or No ER),3964
2010,150782,Your Emergency Room,1659
2010,150782,Not Your Emergency Room (or No ER),1493
2010,150788,Your Emergency Room,10230
2010,150788,Not Your Emergency Room (or No ER),9957
2010,150808,Your Emergency Room,217
2010,150808,Not Your Emergency Room (or No ER),22
2010,154022,Not Your Emergency Room (or No ER),1537
2010,154101,Your Emergency Room,3233
2010,154101,Not Your Emergency Room (or No ER),689
2010,154147,Not Your Emergency Room (or No ER),563
2010,154160,Not Your Emergency Room (or No ER),15
2010,160702,Your Emergency Room,408
2010,160702,Not Your Emergency Room (or No ER),4
2010,160725,Your Emergency Room,6527
2010,160725,Not Your Emergency Room (or No ER),3450
2010,160787,Your Emergency Room,1084
2010,160787,Not Your Emergency Room (or No ER),4629
2010,164029,Your Emergency Room,657
2010,164029,Not Your Emergency Room (or No ER),302
2010,171049,Your Emergency Room,1421
2010,171049,Not Your Emergency Room (or No ER),544
2010,171395,Your Emergency Room,1275
2010,171395,Not Your Emergency Room (or No ER),1101
2010,184008,Your Emergency Room,917
2010,184008,Not Your Emergency Room (or No ER),624
2010,190017,Your Emergency Room,2671
2010,190017,Not Your Emergency Room (or No ER),1318
2010,190020,Not Your Emergency Room (or No ER),4216
2010,190034,Your Emergency Room,16298
2010,190034,Not Your Emergency Room (or No ER),14594
2010,190045,Your Emergency Room,18
2010,190045,Not Your Emergency Room (or No ER),7
2010,190049,Not Your Emergency Room (or No ER),823
2010,190052,Not Your Emergency Room (or No ER),730
2010,190053,Your Emergency Room,6234
2010,190053,Not Your Emergency Room (or No ER),8451
2010,190053,Unknown,2
2010,190066,Your Emergency Room,1556
2010,190066,Not Your Emergency Room (or No ER),4619
2010,190081,Your Emergency Room,5800
2010,190081,Not Your Emergency Room (or No ER),4419
2010,190110,Your Emergency Room,5078
2010,190110,Not Your Emergency Room (or No ER),2855
2010,190125,Your Emergency Room,9896
2010,190125,Not Your Emergency Room (or No ER),11078
2010,190125,Unknown,1
2010,190137,Not Your Emergency Room (or No ER),1244
2010,190148,Your Emergency Room,15934
2010,190148,Not Your Emergency Room (or No ER),4124
2010,190150,Not Your Emergency Room (or No ER),1062
2010,190159,Your Emergency Room,2166
2010,190159,Not Your Emergency Room (or No ER),1341
2010,190163,Not Your Emergency Room (or No ER),4692
2010,190170,Your Emergency Room,4946
2010,190170,Not Your Emergency Room (or No ER),6476
2010,190176,Not Your Emergency Room (or No ER),6209
