Year,Oshpd_ID,Facility_Name,Type_Of_Control,County_Name,Principal_Procedure_Group,Count
2009,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Other Interventions,6
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Nervous System,253
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Endocrine System,64
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Eye,10
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Ear,10
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Nose/Mouth/Pharynx,55
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Respiratory,317
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Cardiovascular,1814
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Blood/Lymph Organs,67
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Digestive,1359
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Urinary,171
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Male Reproductive Organs,347
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Female Reproductive Organs,173
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,OB Procedures,1366
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Musculoskeletal,1396
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Skin,295
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Diagnostic/Therapeutic,1728
2009,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Other Interventions,28
2009,44006,BUTTE COUNTY PHF,City/County,BUTTE,Diagnostic/Therapeutic,322
2009,50932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Non-Profit,CALAVERAS,Nervous System,14
2009,50932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Non-Profit,CALAVERAS,Respiratory,24
2009,50932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Non-Profit,CALAVERAS,Cardiovascular,48
2009,50932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Non-Profit,CALAVERAS,Blood/Lymph Organs,4
2009,50932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Non-Profit,CALAVERAS,Digestive,109
2009,50932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Non-Profit,CALAVERAS,Urinary,9
2009,50932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Non-Profit,CALAVERAS,Musculoskeletal,136
2009,50932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Non-Profit,CALAVERAS,Skin,29
2009,50932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Non-Profit,CALAVERAS,Diagnostic/Therapeutic,278
2009,50932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Non-Profit,CALAVERAS,Other Interventions,2
2009,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Nervous System,13
2009,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Nose/Mouth/Pharynx,1
2009,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Respiratory,3
2009,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Cardiovascular,7
2009,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Digestive,82
2009,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Urinary,1
2009,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Female Reproductive Organs,2
2009,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,OB Procedures,221
2009,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Musculoskeletal,4
2009,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Skin,16
2009,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Diagnostic/Therapeutic,295
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Nervous System,48
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Endocrine System,5
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Eye,2
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Nose/Mouth/Pharynx,9
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Respiratory,146
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Cardiovascular,851
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Blood/Lymph Organs,21
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Digestive,712
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Urinary,62
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Male Reproductive Organs,23
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Female Reproductive Organs,7
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Musculoskeletal,431
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Skin,112
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Diagnostic/Therapeutic,754
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Other Interventions,34
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Nervous System,91
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Endocrine System,12
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Eye,2
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Ear,1
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Nose/Mouth/Pharynx,20
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Respiratory,83
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Cardiovascular,161
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Blood/Lymph Organs,36
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Digestive,802
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Urinary,78
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Male Reproductive Organs,17
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Female Reproductive Organs,259
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,OB Procedures,2388
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Musculoskeletal,279
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Skin,314
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Diagnostic/Therapeutic,406
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Other Interventions,1
2009,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Nervous System,51
2009,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Endocrine System,21
2009,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Eye,1
2009,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Nose/Mouth/Pharynx,15
2009,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Respiratory,80
2009,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Cardiovascular,789
2009,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Blood/Lymph Organs,12
2009,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Digestive,790
2009,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Urinary,163
2009,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Male Reproductive Organs,98
2009,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Female Reproductive Organs,126
2009,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,OB Procedures,965
2009,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Musculoskeletal,309
2009,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Skin,124
2009,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Diagnostic/Therapeutic,1651
2009,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Other Interventions,4
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Nervous System,492
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Endocrine System,81
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Eye,34
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Ear,5
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Nose/Mouth/Pharynx,54
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Respiratory,446
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Cardiovascular,1261
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Blood/Lymph Organs,56
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Digestive,1723
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Urinary,183
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Male Reproductive Organs,805
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Female Reproductive Organs,586
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,OB Procedures,2715
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Musculoskeletal,2450
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Skin,478
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Diagnostic/Therapeutic,2837
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Other Interventions,125
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Nervous System,133
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Endocrine System,39
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Eye,5
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Ear,11
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Nose/Mouth/Pharynx,139
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Respiratory,352
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Cardiovascular,858
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Blood/Lymph Organs,80
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Digestive,1692
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Urinary,254
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Male Reproductive Organs,1180
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Female Reproductive Organs,396
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,OB Procedures,3288
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Musculoskeletal,1206
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Skin,244
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Diagnostic/Therapeutic,4869
2009,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Other Interventions,65
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Nervous System,76
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Endocrine System,12
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Eye,2
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Nose/Mouth/Pharynx,21
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Respiratory,299
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Cardiovascular,1752
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Blood/Lymph Organs,29
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Digestive,1368
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Urinary,149
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Male Reproductive Organs,134
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Female Reproductive Organs,222
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Musculoskeletal,743
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Skin,178
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Diagnostic/Therapeutic,781
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Other Interventions,17
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Nervous System,112
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Endocrine System,20
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Nose/Mouth/Pharynx,7
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Respiratory,110
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Cardiovascular,373
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Blood/Lymph Organs,18
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Digestive,683
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Urinary,94
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Male Reproductive Organs,231
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Female Reproductive Organs,161
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,OB Procedures,792
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Musculoskeletal,500
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Skin,78
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Diagnostic/Therapeutic,351
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Other Interventions,14
2009,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Nervous System,53
2009,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Endocrine System,7
2009,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Nose/Mouth/Pharynx,23
2009,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Respiratory,109
2009,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Cardiovascular,353
2009,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Blood/Lymph Organs,19
2009,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Digestive,865
2009,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Urinary,122
2009,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Male Reproductive Organs,403
2009,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Female Reproductive Organs,377
2009,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,OB Procedures,1275
2009,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Musculoskeletal,938
2009,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Skin,114
2009,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Diagnostic/Therapeutic,1865
2009,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Other Interventions,23
2009,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Nervous System,24
2009,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Endocrine System,1
2009,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Eye,2
2009,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Nose/Mouth/Pharynx,1
2009,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Respiratory,32
2009,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Cardiovascular,65
2009,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Blood/Lymph Organs,1
2009,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Digestive,233
2009,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Urinary,4
2009,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Male Reproductive Organs,27
2009,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Female Reproductive Organs,46
2009,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,OB Procedures,323
2009,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Musculoskeletal,33
2009,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Skin,49
2009,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Diagnostic/Therapeutic,321
2009,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Nervous System,29
2009,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Endocrine System,4
2009,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Ear,1
2009,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Nose/Mouth/Pharynx,9
2009,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Respiratory,41
2009,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Cardiovascular,53
2009,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Blood/Lymph Organs,12
2009,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Digestive,294
2009,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Urinary,1
2009,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Male Reproductive Organs,63
2009,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Female Reproductive Organs,27
2009,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,OB Procedures,477
2009,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Musculoskeletal,451
2009,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Skin,85
2009,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Diagnostic/Therapeutic,365
2009,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Other Interventions,3
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Nervous System,99
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Endocrine System,13
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Eye,2
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Nose/Mouth/Pharynx,10
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Respiratory,100
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Cardiovascular,297
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Blood/Lymph Organs,29
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Digestive,683
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Urinary,57
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Male Reproductive Organs,45
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Female Reproductive Organs,135
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,OB Procedures,547
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Musculoskeletal,457
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Skin,164
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Diagnostic/Therapeutic,1582
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Other Interventions,9
2009,94002,EL DORADO COUNTY P H F,City/County,EL DORADO,Diagnostic/Therapeutic,337
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Nervous System,30
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Endocrine System,79
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Eye,3
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Ear,1
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Nose/Mouth/Pharynx,40
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Respiratory,135
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Cardiovascular,361
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Blood/Lymph Organs,50
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Digestive,1624
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Urinary,70
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Male Reproductive Organs,89
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Female Reproductive Organs,733
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,OB Procedures,3567
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Musculoskeletal,289
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Skin,182
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Diagnostic/Therapeutic,1157
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Other Interventions,7
2009,100697,COALINGA REGIONAL MEDICAL CENTER,District,FRESNO,Nervous System,2
2009,100697,COALINGA REGIONAL MEDICAL CENTER,District,FRESNO,Nose/Mouth/Pharynx,3
2009,100697,COALINGA REGIONAL MEDICAL CENTER,District,FRESNO,Respiratory,3
2009,100697,COALINGA REGIONAL MEDICAL CENTER,District,FRESNO,Cardiovascular,1
2009,100697,COALINGA REGIONAL MEDICAL CENTER,District,FRESNO,Skin,1
2009,100697,COALINGA REGIONAL MEDICAL CENTER,District,FRESNO,Diagnostic/Therapeutic,919
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Nervous System,781
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Endocrine System,112
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Eye,39
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Ear,9
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Nose/Mouth/Pharynx,130
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Respiratory,698
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Cardiovascular,3075
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Blood/Lymph Organs,119
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Digestive,2922
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Urinary,337
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Male Reproductive Organs,169
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Female Reproductive Organs,692
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,OB Procedures,6495
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Musculoskeletal,2332
