Year,OSHPD ID,Facility Name,County Name,Type of Control,Disposition,Count
2009,50932,MARK TWAIN ST. JOSEPH'S HOSPITAL,CALAVERAS,Non-Profit,Home Health Service,154
2009,60870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Routine (Home),1068
2009,60870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Acute Care (This Hospital),10
2009,60870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Skilled Nursing/IC (This Hospital),58
2009,60870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Acute Care (Another Hospital),84
2009,60870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Other Care (Another Hospital),1
2009,60870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Skilled Nursing/IC (Elsewhere),58
2009,60870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Residential Care Facility,11
2009,60870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Prison/Jail,1
2009,60870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Against Medical Advice,16
2009,60870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Died,18
2009,60870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Home Health Service,66
2009,60870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Other,1
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,CONTRA COSTA,District,Routine (Home),3746
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,CONTRA COSTA,District,Acute Care (This Hospital),1
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,CONTRA COSTA,District,Acute Care (Another Hospital),127
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,CONTRA COSTA,District,Other Care (Another Hospital),74
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,CONTRA COSTA,District,Skilled Nursing/IC (Elsewhere),998
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,CONTRA COSTA,District,Residential Care Facility,105
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,CONTRA COSTA,District,Prison/Jail,221
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,CONTRA COSTA,District,Against Medical Advice,115
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,CONTRA COSTA,District,Died,266
2009,70904,DOCTORS MEDICAL CENTER - SAN PABLO,CONTRA COSTA,District,Home Health Service,624
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Routine (Home),10327
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Acute Care (This Hospital),16
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Other Care (This Hospital),59
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Acute Care (Another Hospital),256
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Other Care (Another Hospital),105
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Skilled Nursing/IC (Elsewhere),359
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Residential Care Facility,273
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Prison/Jail,81
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Against Medical Advice,179
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Died,92
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Home Health Service,53
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Other,45
2009,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Unknown,3
2009,70934,SUTTER DELTA MEDICAL CENTER,CONTRA COSTA,Non-Profit,Routine (Home),6225
2009,70934,SUTTER DELTA MEDICAL CENTER,CONTRA COSTA,Non-Profit,Acute Care (Another Hospital),238
2009,70934,SUTTER DELTA MEDICAL CENTER,CONTRA COSTA,Non-Profit,Other Care (Another Hospital),22
2009,70934,SUTTER DELTA MEDICAL CENTER,CONTRA COSTA,Non-Profit,Skilled Nursing/IC (Elsewhere),772
2009,70934,SUTTER DELTA MEDICAL CENTER,CONTRA COSTA,Non-Profit,Residential Care Facility,42
2009,70934,SUTTER DELTA MEDICAL CENTER,CONTRA COSTA,Non-Profit,Against Medical Advice,136
2009,70934,SUTTER DELTA MEDICAL CENTER,CONTRA COSTA,Non-Profit,Died,198
2009,70934,SUTTER DELTA MEDICAL CENTER,CONTRA COSTA,Non-Profit,Home Health Service,791
2009,70934,SUTTER DELTA MEDICAL CENTER,CONTRA COSTA,Non-Profit,Other,13
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit,Routine (Home),13257
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit,Acute Care (This Hospital),40
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit,Other Care (This Hospital),327
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit,Acute Care (Another Hospital),397
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit,Other Care (Another Hospital),132
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit,Skilled Nursing/IC (Elsewhere),2114
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit,Residential Care Facility,181
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit,Prison/Jail,19
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit,Against Medical Advice,55
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit,Died,456
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit,Home Health Service,2929
2009,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit,Other,113
2009,70990,KAISER FND HOSP - WALNUT CREEK,CONTRA COSTA,Non-Profit,Routine (Home),14517
2009,70990,KAISER FND HOSP - WALNUT CREEK,CONTRA COSTA,Non-Profit,Acute Care (This Hospital),13
2009,70990,KAISER FND HOSP - WALNUT CREEK,CONTRA COSTA,Non-Profit,Other Care (This Hospital),2
2009,70990,KAISER FND HOSP - WALNUT CREEK,CONTRA COSTA,Non-Profit,Acute Care (Another Hospital),480
2009,70990,KAISER FND HOSP - WALNUT CREEK,CONTRA COSTA,Non-Profit,Other Care (Another Hospital),141
2009,70990,KAISER FND HOSP - WALNUT CREEK,CONTRA COSTA,Non-Profit,Skilled Nursing/IC (Elsewhere),1646
2009,70990,KAISER FND HOSP - WALNUT CREEK,CONTRA COSTA,Non-Profit,Residential Care Facility,247
2009,70990,KAISER FND HOSP - WALNUT CREEK,CONTRA COSTA,Non-Profit,Prison/Jail,2
2009,70990,KAISER FND HOSP - WALNUT CREEK,CONTRA COSTA,Non-Profit,Against Medical Advice,76
2009,70990,KAISER FND HOSP - WALNUT CREEK,CONTRA COSTA,Non-Profit,Died,399
2009,70990,KAISER FND HOSP - WALNUT CREEK,CONTRA COSTA,Non-Profit,Home Health Service,1425
2009,70990,KAISER FND HOSP - WALNUT CREEK,CONTRA COSTA,Non-Profit,Other,20
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONTRA COSTA,Non-Profit,Routine (Home),5156
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONTRA COSTA,Non-Profit,Acute Care (Another Hospital),179
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONTRA COSTA,Non-Profit,Other Care (Another Hospital),104
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONTRA COSTA,Non-Profit,Skilled Nursing/IC (Elsewhere),1274
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONTRA COSTA,Non-Profit,Residential Care Facility,82
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONTRA COSTA,Non-Profit,Prison/Jail,11
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONTRA COSTA,Non-Profit,Against Medical Advice,101
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONTRA COSTA,Non-Profit,Died,367
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONTRA COSTA,Non-Profit,Home Health Service,1738
2009,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONTRA COSTA,Non-Profit,Other,43
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Routine (Home),4202
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Acute Care (Another Hospital),89
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Other Care (Another Hospital),28
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Skilled Nursing/IC (Elsewhere),434
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Residential Care Facility,50
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Prison/Jail,1
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Against Medical Advice,19
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Died,90
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Home Health Service,646
2009,74017,SAN RAMON REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Other,20
2009,74039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,Non-Profit,Routine (Home),2464
2009,74039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,Non-Profit,Acute Care (This Hospital),1
2009,74039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,Non-Profit,Other Care (This Hospital),28
2009,74039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,Non-Profit,Acute Care (Another Hospital),13
2009,74039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,Non-Profit,Skilled Nursing/IC (Elsewhere),1
2009,74039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,Non-Profit,Residential Care Facility,109
2009,74039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,Non-Profit,Prison/Jail,10
2009,74039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,Non-Profit,Against Medical Advice,88
2009,74039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,Non-Profit,Home Health Service,2
2009,74039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,Non-Profit,Other,60
2009,74097,KAISER FOUND HSP-ANTIOCH,CONTRA COSTA,Non-Profit,Routine (Home),6819
2009,74097,KAISER FOUND HSP-ANTIOCH,CONTRA COSTA,Non-Profit,Acute Care (This Hospital),2
2009,74097,KAISER FOUND HSP-ANTIOCH,CONTRA COSTA,Non-Profit,Acute Care (Another Hospital),240
2009,74097,KAISER FOUND HSP-ANTIOCH,CONTRA COSTA,Non-Profit,Other Care (Another Hospital),70
2009,74097,KAISER FOUND HSP-ANTIOCH,CONTRA COSTA,Non-Profit,Skilled Nursing/IC (Elsewhere),847
2009,74097,KAISER FOUND HSP-ANTIOCH,CONTRA COSTA,Non-Profit,Residential Care Facility,83
2009,74097,KAISER FOUND HSP-ANTIOCH,CONTRA COSTA,Non-Profit,Against Medical Advice,51
2009,74097,KAISER FOUND HSP-ANTIOCH,CONTRA COSTA,Non-Profit,Died,206
2009,74097,KAISER FOUND HSP-ANTIOCH,CONTRA COSTA,Non-Profit,Home Health Service,718
2009,74097,KAISER FOUND HSP-ANTIOCH,CONTRA COSTA,Non-Profit,Other,10
2009,84001,SUTTER COAST HOSPITAL,DEL NORTE,Non-Profit,Routine (Home),1938
2009,84001,SUTTER COAST HOSPITAL,DEL NORTE,Non-Profit,Acute Care (Another Hospital),157
2009,84001,SUTTER COAST HOSPITAL,DEL NORTE,Non-Profit,Other Care (Another Hospital),23
2009,84001,SUTTER COAST HOSPITAL,DEL NORTE,Non-Profit,Skilled Nursing/IC (Elsewhere),171
2009,84001,SUTTER COAST HOSPITAL,DEL NORTE,Non-Profit,Residential Care Facility,1
2009,84001,SUTTER COAST HOSPITAL,DEL NORTE,Non-Profit,Prison/Jail,45
2009,84001,SUTTER COAST HOSPITAL,DEL NORTE,Non-Profit,Against Medical Advice,27
2009,84001,SUTTER COAST HOSPITAL,DEL NORTE,Non-Profit,Died,90
2009,84001,SUTTER COAST HOSPITAL,DEL NORTE,Non-Profit,Home Health Service,323
2009,84001,SUTTER COAST HOSPITAL,DEL NORTE,Non-Profit,Other,1
2009,90793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Routine (Home),2344
2009,90793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Acute Care (This Hospital),16
2009,90793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Other Care (This Hospital),1
2009,90793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Skilled Nursing/IC (This Hospital),81
2009,90793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Acute Care (Another Hospital),89
2009,90793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Other Care (Another Hospital),12
2009,90793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Skilled Nursing/IC (Elsewhere),31
2009,90793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Residential Care Facility,3
2009,90793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Prison/Jail,2
2009,90793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Against Medical Advice,17
2009,90793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Died,44
2009,90793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Home Health Service,396
2009,90793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Other,2
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),EL DORADO,Non-Profit,Routine (Home),4308
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),EL DORADO,Non-Profit,Acute Care (This Hospital),32
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),EL DORADO,Non-Profit,Skilled Nursing/IC (This Hospital),431
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),EL DORADO,Non-Profit,Acute Care (Another Hospital),236
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),EL DORADO,Non-Profit,Other Care (Another Hospital),2
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),EL DORADO,Non-Profit,Skilled Nursing/IC (Elsewhere),415
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),EL DORADO,Non-Profit,Residential Care Facility,44
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),EL DORADO,Non-Profit,Prison/Jail,6
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),EL DORADO,Non-Profit,Against Medical Advice,42
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),EL DORADO,Non-Profit,Died,186
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),EL DORADO,Non-Profit,Home Health Service,755
2009,90933,MARSHALL  MEDICAL CENTER (1-RH),EL DORADO,Non-Profit,Other,8
2009,94002,EL DORADO COUNTY P H F,EL DORADO,City/County,Routine (Home),291
2009,94002,EL DORADO COUNTY P H F,EL DORADO,City/County,Other Care (This Hospital),5
2009,94002,EL DORADO COUNTY P H F,EL DORADO,City/County,Acute Care (Another Hospital),21
2009,94002,EL DORADO COUNTY P H F,EL DORADO,City/County,Residential Care Facility,8
2009,94002,EL DORADO COUNTY P H F,EL DORADO,City/County,Prison/Jail,10
2009,94002,EL DORADO COUNTY P H F,EL DORADO,City/County,Died,1
2009,94002,EL DORADO COUNTY P H F,EL DORADO,City/County,Other,1
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit,Routine (Home),11624
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit,Other Care (This Hospital),10
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit,Acute Care (Another Hospital),251
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit,Other Care (Another Hospital),64
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit,Skilled Nursing/IC (Elsewhere),457
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit,Residential Care Facility,32
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit,Against Medical Advice,74
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit,Died,127
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit,Home Health Service,481
2009,100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit,Other,19
2009,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Routine (Home),378
2009,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Acute Care (This Hospital),32
2009,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Skilled Nursing/IC (This Hospital),72
2009,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Acute Care (Another Hospital),99
2009,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Other Care (Another Hospital),5
2009,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Skilled Nursing/IC (Elsewhere),8
2009,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Residential Care Facility,1
2009,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Prison/Jail,618
2009,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Against Medical Advice,31
2009,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Died,33
2009,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Other,1
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Routine (Home),32859
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Acute Care (This Hospital),177
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Other Care (This Hospital),597
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Skilled Nursing/IC (This Hospital),227
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Acute Care (Another Hospital),408
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Other Care (Another Hospital),201
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Skilled Nursing/IC (Elsewhere),2197
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Residential Care Facility,290
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Prison/Jail,526
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Against Medical Advice,609
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Died,990
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Home Health Service,2907
2009,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Other,173
2009,100745,KINGSBURG MEDICAL CENTER,FRESNO,District,Routine (Home),9
2009,100745,KINGSBURG MEDICAL CENTER,FRESNO,District,Skilled Nursing/IC (This Hospital),1
2009,100745,KINGSBURG MEDICAL CENTER,FRESNO,District,Acute Care (Another Hospital),21
2009,100745,KINGSBURG MEDICAL CENTER,FRESNO,District,Skilled Nursing/IC (Elsewhere),3
2009,100745,KINGSBURG MEDICAL CENTER,FRESNO,District,Prison/Jail,2
2009,100745,KINGSBURG MEDICAL CENTER,FRESNO,District,Against Medical Advice,2
2009,100745,KINGSBURG MEDICAL CENTER,FRESNO,District,Died,5
2009,100745,KINGSBURG MEDICAL CENTER,FRESNO,District,Other,2
2009,100797,SIERRA KINGS DISTRICT HOSPITAL,FRESNO,District,Routine (Home),3776
2009,100797,SIERRA KINGS DISTRICT HOSPITAL,FRESNO,District,Skilled Nursing/IC (This Hospital),7
2009,100797,SIERRA KINGS DISTRICT HOSPITAL,FRESNO,District,Acute Care (Another Hospital),97
2009,100797,SIERRA KINGS DISTRICT HOSPITAL,FRESNO,District,Other Care (Another Hospital),14
2009,100797,SIERRA KINGS DISTRICT HOSPITAL,FRESNO,District,Skilled Nursing/IC (Elsewhere),87
2009,100797,SIERRA KINGS DISTRICT HOSPITAL,FRESNO,District,Residential Care Facility,16
2009,100797,SIERRA KINGS DISTRICT HOSPITAL,FRESNO,District,Against Medical Advice,16
2009,100797,SIERRA KINGS DISTRICT HOSPITAL,FRESNO,District,Died,16
2009,100797,SIERRA KINGS DISTRICT HOSPITAL,FRESNO,District,Home Health Service,26
2009,100797,SIERRA KINGS DISTRICT HOSPITAL,FRESNO,District,Other,1
2009,100899,ST. AGNES MEDICAL CENTER,FRESNO,Non-Profit,Routine (Home),20472
2009,100899,ST. AGNES MEDICAL CENTER,FRESNO,Non-Profit,Acute Care (Another Hospital),334
2009,100899,ST. AGNES MEDICAL CENTER,FRESNO,Non-Profit,Other Care (Another Hospital),1033
2009,100899,ST. AGNES MEDICAL CENTER,FRESNO,Non-Profit,Skilled Nursing/IC (Elsewhere),2163
2009,100899,ST. AGNES MEDICAL CENTER,FRESNO,Non-Profit,Against Medical Advice,178
2009,100899,ST. AGNES MEDICAL CENTER,FRESNO,Non-Profit,Died,888
2009,100899,ST. AGNES MEDICAL CENTER,FRESNO,Non-Profit,Home Health Service,2618
2009,104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,FRESNO,Investor,Routine (Home),788
2009,104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,FRESNO,Investor,Acute Care (Another Hospital),128
2009,104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,FRESNO,Investor,Skilled Nursing/IC (Elsewhere),122
2009,104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,FRESNO,Investor,Against Medical Advice,6
2009,104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,FRESNO,Investor,Died,2
2009,104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,FRESNO,Investor,Home Health Service,348
2009,104047,FRESNO SURGICAL HOSPITAL,FRESNO,Investor,Routine (Home),1888
2009,104047,FRESNO SURGICAL HOSPITAL,FRESNO,Investor,Acute Care (Another Hospital),24
2009,104047,FRESNO SURGICAL HOSPITAL,FRESNO,Investor,Other Care (Another Hospital),219
2009,104047,FRESNO SURGICAL HOSPITAL,FRESNO,Investor,Skilled Nursing/IC (Elsewhere),22
2009,104047,FRESNO SURGICAL HOSPITAL,FRESNO,Investor,Home Health Service,127
2009,104062,KAISER FND HOSP - FRESNO,FRESNO,Non-Profit,Routine (Home),6794
2009,104062,KAISER FND HOSP - FRESNO,FRESNO,Non-Profit,Acute Care (This Hospital),1
2009,104062,KAISER FND HOSP - FRESNO,FRESNO,Non-Profit,Skilled Nursing/IC (This Hospital),2
2009,104062,KAISER FND HOSP - FRESNO,FRESNO,Non-Profit,Acute Care (Another Hospital),198
2009,104062,KAISER FND HOSP - FRESNO,FRESNO,Non-Profit,Other Care (Another Hospital),69
2009,104062,KAISER FND HOSP - FRESNO,FRESNO,Non-Profit,Skilled Nursing/IC (Elsewhere),705
2009,104062,KAISER FND HOSP - FRESNO,FRESNO,Non-Profit,Residential Care Facility,54
2009,104062,KAISER FND HOSP - FRESNO,FRESNO,Non-Profit,Prison/Jail,1
2009,104062,KAISER FND HOSP - FRESNO,FRESNO,Non-Profit,Against Medical Advice,23
2009,104062,KAISER FND HOSP - FRESNO,FRESNO,Non-Profit,Died,215
2009,104062,KAISER FND HOSP - FRESNO,FRESNO,Non-Profit,Home Health Service,698
2009,104062,KAISER FND HOSP - FRESNO,FRESNO,Non-Profit,Other,4
2009,104089,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-FRESNO,FRESNO,City/County,Routine (Home),705
2009,104089,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-FRESNO,FRESNO,City/County,Acute Care (Another Hospital),4
2009,104089,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-FRESNO,FRESNO,City/County,Other Care (Another Hospital),6
2009,104089,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-FRESNO,FRESNO,City/County,Skilled Nursing/IC (Elsewhere),74
2009,104089,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-FRESNO,FRESNO,City/County,Residential Care Facility,31
2009,104089,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-FRESNO,FRESNO,City/County,Prison/Jail,52
2009,104089,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-FRESNO,FRESNO,City/County,Against Medical Advice,13
2009,104089,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-FRESNO,FRESNO,City/County,Other,12
2009,105029,FRESNO HEART AND SURGICAL HOSPITAL,FRESNO,Non-Profit,Routine (Home),3160
2009,105029,FRESNO HEART AND SURGICAL HOSPITAL,FRESNO,Non-Profit,Acute Care (Another Hospital),13
2009,105029,FRESNO HEART AND SURGICAL HOSPITAL,FRESNO,Non-Profit,Other Care (Another Hospital),86
2009,105029,FRESNO HEART AND SURGICAL HOSPITAL,FRESNO,Non-Profit,Skilled Nursing/IC (Elsewhere),92
2009,105029,FRESNO HEART AND SURGICAL HOSPITAL,FRESNO,Non-Profit,Residential Care Facility,5
2009,105029,FRESNO HEART AND SURGICAL HOSPITAL,FRESNO,Non-Profit,Against Medical Advice,6
2009,105029,FRESNO HEART AND SURGICAL HOSPITAL,FRESNO,Non-Profit,Died,28
2009,105029,FRESNO HEART AND SURGICAL HOSPITAL,FRESNO,Non-Profit,Home Health Service,243
2009,110889,GLENN MEDICAL CENTER,GLENN,Non-Profit,Routine (Home),208
2009,110889,GLENN MEDICAL CENTER,GLENN,Non-Profit,Skilled Nursing/IC (This Hospital),16
2009,110889,GLENN MEDICAL CENTER,GLENN,Non-Profit,Acute Care (Another Hospital),26
2009,110889,GLENN MEDICAL CENTER,GLENN,Non-Profit,Other Care (Another Hospital),1
2009,110889,GLENN MEDICAL CENTER,GLENN,Non-Profit,Skilled Nursing/IC (Elsewhere),38
2009,110889,GLENN MEDICAL CENTER,GLENN,Non-Profit,Prison/Jail,3
2009,110889,GLENN MEDICAL CENTER,GLENN,Non-Profit,Against Medical Advice,6
