Year,OSHPD Facility Number,Facility Name,County Name,Type Of Control,Type Of Care,Count
2009,190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,LOS ANGELES,Non-Profit,Acute,20163
2009,190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,LOS ANGELES,Non-Profit,Physical Rehabilitation,172
2009,190646,KAISER FND HOSP - MENTAL HEALTH CENTER,LOS ANGELES,Non-Profit,Psychiatric,2318
2009,190661,SILVER LAKE MEDICAL CENTER-DOWNTOWN CAMPUS,LOS ANGELES,Investor,Acute,1548
2009,190661,SILVER LAKE MEDICAL CENTER-DOWNTOWN CAMPUS,LOS ANGELES,Investor,Psychiatric,633
2009,190673,SAN DIMAS COMMUNITY HOSPITAL,LOS ANGELES,Investor,Acute,5057
2009,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Acute,6643
2009,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,551
2009,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Psychiatric,579
2009,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Chemical Dependency,204
2009,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,LOS ANGELES,Non-Profit,Physical Rehabilitation,330
2009,190681,MIRACLE MILE MEDICAL CENTER,LOS ANGELES,Investor,Acute,243
2009,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,LOS ANGELES,UC,Acute,16365
2009,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Acute,4377
2009,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,58
2009,190696,PACIFICA HOSPITAL OF THE VALLEY,LOS ANGELES,Investor,Psychiatric,1653
2009,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Acute,4438
2009,190708,SHERMAN OAKS HOSPITAL,LOS ANGELES,Investor,Psychiatric,39
2009,190712,SHRINERS HOSPITAL FOR  CHILDREN - L.A.,LOS ANGELES,Non-Profit,Acute,1491
2009,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,25371
2009,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,388
2009,190754,ST. FRANCIS MEDICAL CENTER,LOS ANGELES,Non-Profit,Psychiatric,1507
2009,190756,ST. JOHN'S HEALTH CENTER,LOS ANGELES,Non-Profit,Acute,16092
2009,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,19927
2009,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,69
2009,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,379
2009,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,8495
2009,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,890
2009,190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,299
2009,190766,COAST PLAZA DOCTORS HOSPITAL,LOS ANGELES,Investor,Acute,4237
2009,190782,TARZANA TREATMENT CENTER,LOS ANGELES,Non-Profit,Psychiatric,2066
2009,190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Acute,2655
2009,190784,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,8
2009,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Acute,24347
2009,190796,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,UC,Physical Rehabilitation,195
2009,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Acute,21544
2009,190812,VALLEY PRESBYTERIAN HOSPITAL,LOS ANGELES,Non-Profit,Physical Rehabilitation,256
2009,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS,LOS ANGELES,Investor,Psychiatric,3073
2009,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Acute,6106
2009,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,816
2009,190818,VERDUGO HILLS HOSPITAL,LOS ANGELES,Non-Profit,Psychiatric,563
2009,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Acute,3937
2009,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,LOS ANGELES,Investor,Psychiatric,2555
2009,190857,"DOCTORS HOSPITAL OF WEST COVINA, INC",LOS ANGELES,Investor,Acute,241
2009,190857,"DOCTORS HOSPITAL OF WEST COVINA, INC",LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,16
2009,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Acute,9016
2009,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Investor,Unknown,3
2009,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,19906
2009,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,496
2009,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Psychiatric,1945
2009,190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,345
2009,190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Acute,11980
2009,190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,28
2009,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,LOS ANGELES,UC,Psychiatric,1918
2009,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Acute,11627
2009,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Psychiatric,1022
2009,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Physical Rehabilitation,196
2009,191216,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",LOS ANGELES,Non-Profit,Acute,1840
2009,191225,TOM REDGATE MEMORIAL RECOVERY CENTER,LOS ANGELES,Non-Profit,Chemical Dependency,649
2009,191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Acute,23867
2009,191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Psychiatric,842
2009,191228,LAC+USC MEDICAL CENTER,LOS ANGELES,City/County,Acute,29882
2009,191228,LAC+USC MEDICAL CENTER,LOS ANGELES,City/County,Psychiatric,1296
2009,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Acute,14116
2009,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Psychiatric,820
2009,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Acute,2441
2009,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Physical Rehabilitation,1193
2009,191450,KAISER FND HOSP - WOODLAND HILLS,LOS ANGELES,Non-Profit,Acute,13741
2009,194010,AMERICAN RECOVERY CENTER,LOS ANGELES,Non-Profit,Chemical Dependency,1288
2009,194219,USC UNIVERSITY HOSPITAL,LOS ANGELES,Non-Profit,Acute,7033
2009,194219,USC UNIVERSITY HOSPITAL,LOS ANGELES,Non-Profit,Psychiatric,181
2009,194219,USC UNIVERSITY HOSPITAL,LOS ANGELES,Non-Profit,Chemical Dependency,1
2009,194219,USC UNIVERSITY HOSPITAL,LOS ANGELES,Non-Profit,Physical Rehabilitation,1
2009,194967,STAR VIEW ADOLESCENT - P H F,LOS ANGELES,City/County,Psychiatric,103
2009,194981,LA CASA PSYCHIATRIC HEALTH FACILITY,LOS ANGELES,Investor,Psychiatric,111
2009,196035,KAISER FND HOSP - BALDWIN PARK,LOS ANGELES,Non-Profit,Acute,18635
2009,196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,LOS ANGELES,Non-Profit,Acute,19696
2009,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Non-Profit,Acute,6511
2009,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,279
2009,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,LOS ANGELES,Non-Profit,Psychiatric,38
2009,201281,MADERA COMMUNITY HOSPITAL,MADERA,Non-Profit,Acute,6923
2009,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,Non-Profit,Acute,13031
2009,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,Non-Profit,Skilled Nursing/Intermediate Care,2
2009,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,Non-Profit,Psychiatric,8
2009,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,Non-Profit,Physical Rehabilitation,68
2009,210992,KAISER FND HOSP - SAN RAFAEL,MARIN,Non-Profit,Acute,5948
2009,210993,KENTFIELD REHABILITATION HOSPITAL,MARIN,Investor,Acute,526
2009,211006,MARIN GENERAL HOSPITAL,MARIN,Non-Profit,Acute,10801
2009,211006,MARIN GENERAL HOSPITAL,MARIN,Non-Profit,Psychiatric,649
2009,214034,NOVATO COMMUNITY HOSPITAL,MARIN,Non-Profit,Acute,1852
2009,220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,District,Acute,272
2009,220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,District,Skilled Nursing/Intermediate Care,43
2009,230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Non-Profit,Acute,1386
2009,230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Non-Profit,Skilled Nursing/Intermediate Care,48
2009,231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,District,Acute,1211
2009,231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,District,Skilled Nursing/Intermediate Care,170
2009,231396,UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE,MENDOCINO,Non-Profit,Acute,4693
2009,240924,MEMORIAL HOSPITAL LOS BANOS,MERCED,Non-Profit,Acute,2475
2009,240942,MERCY MEDICAL CENTER - MERCED,MERCED,Non-Profit,Acute,13033
2009,244027,MARIE GREEN PSYCHIATRIC CENTER - P H F,MERCED,City/County,Psychiatric,724
2009,250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,District,Acute,21
2009,250955,SURPRISE VALLEY COMMUNITY HOSPITAL,MODOC,District,Skilled Nursing/Intermediate Care,18
2009,250956,MODOC MEDICAL CENTER,MODOC,City/County,Acute,195
2009,250956,MODOC MEDICAL CENTER,MODOC,City/County,Skilled Nursing/Intermediate Care,89
2009,260011,MAMMOTH HOSPITAL,MONO,District,Acute,747
2009,270744,COMMUNITY HOSPITAL MONTEREY PENINSULA,MONTEREY,Non-Profit,Acute,11797
2009,270744,COMMUNITY HOSPITAL MONTEREY PENINSULA,MONTEREY,Non-Profit,Psychiatric,577
2009,270744,COMMUNITY HOSPITAL MONTEREY PENINSULA,MONTEREY,Non-Profit,Chemical Dependency,7
2009,270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Non-Profit,Acute,2335
2009,270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Non-Profit,Skilled Nursing/Intermediate Care,153
2009,270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,District,Acute,13378
2009,274043,NATIVIDAD MEDICAL CENTER,MONTEREY,City/County,Acute,9310
2009,274043,NATIVIDAD MEDICAL CENTER,MONTEREY,City/County,Psychiatric,610
2009,274043,NATIVIDAD MEDICAL CENTER,MONTEREY,City/County,Physical Rehabilitation,332
2009,281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,NAPA,Non-Profit,Acute,8999
2009,281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,NAPA,Non-Profit,Physical Rehabilitation,251
2009,281078,ST. HELENA HOSPITAL,NAPA,Non-Profit,Acute,4102
2009,281078,ST. HELENA HOSPITAL,NAPA,Non-Profit,Psychiatric,773
2009,281297,N M HOLDERMAN MEMORIAL HOSPITAL (VET'S HOME OF CAL,NAPA,State,Acute,46
2009,281297,N M HOLDERMAN MEMORIAL HOSPITAL (VET'S HOME OF CAL,NAPA,State,Skilled Nursing/Intermediate Care,262
2009,291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Non-Profit,Acute,6357
2009,291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Non-Profit,Skilled Nursing/Intermediate Care,427
2009,291053,TAHOE FOREST HOSPITAL,NEVADA,District,Acute,2186
2009,291053,TAHOE FOREST HOSPITAL,NEVADA,District,Skilled Nursing/Intermediate Care,44
2009,300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Non-Profit,Acute,12496
2009,300225,ORANGE COAST MEMORIAL MEDICAL CENTER,ORANGE,Non-Profit,Acute,13553
2009,301097,ANAHEIM GENERAL HOSPITAL,ORANGE,Investor,Acute,780
2009,301097,ANAHEIM GENERAL HOSPITAL,ORANGE,Investor,Skilled Nursing/Intermediate Care,25
2009,301097,ANAHEIM GENERAL HOSPITAL,ORANGE,Investor,Psychiatric,138
2009,301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,ORANGE,Investor,Acute,14478
2009,301127,KINDRED HOSPITAL BREA,ORANGE,Investor,Acute,483
2009,301127,KINDRED HOSPITAL BREA,ORANGE,Investor,Skilled Nursing/Intermediate Care,109
2009,301132,KAISER FND HOSP - ANAHEIM,ORANGE,Non-Profit,Acute,28564
2009,301140,CHAPMAN MEDICAL CENTER,ORANGE,Investor,Acute,1705
2009,301140,CHAPMAN MEDICAL CENTER,ORANGE,Investor,Skilled Nursing/Intermediate Care,12
2009,301140,CHAPMAN MEDICAL CENTER,ORANGE,Investor,Psychiatric,253
2009,301140,CHAPMAN MEDICAL CENTER,ORANGE,Investor,Chemical Dependency,353
2009,301155,COLLEGE HOSPITAL COSTA MESA,ORANGE,Investor,Acute,655
2009,301155,COLLEGE HOSPITAL COSTA MESA,ORANGE,Investor,Psychiatric,3416
2009,301175,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,ORANGE,Investor,Acute,21198
2009,301188,WESTERN MEDICAL CENTER HOSPITAL - ANAHEIM,ORANGE,Investor,Acute,7571
2009,301188,WESTERN MEDICAL CENTER HOSPITAL - ANAHEIM,ORANGE,Investor,Psychiatric,3106
2009,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Non-Profit,Acute,32626
2009,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ORANGE,Non-Profit,Chemical Dependency,454
2009,301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Investor,Acute,3581
2009,301209,HUNTINGTON BEACH HOSPITAL,ORANGE,Investor,Psychiatric,295
2009,301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor,Acute,3895
2009,301234,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Investor,Psychiatric,322
2009,301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor,Acute,11230
2009,301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor,Psychiatric,372
2009,301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor,Chemical Dependency,2
2009,301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor,Acute,6479
2009,301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor,Skilled Nursing/Intermediate Care,44
2009,301258,COASTAL COMMUNITIES HOSPITAL,ORANGE,Investor,Psychiatric,485
2009,301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,ORANGE,Non-Profit,Acute,21591
2009,301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,ORANGE,Non-Profit,Physical Rehabilitation,372
2009,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,ORANGE,UC,Acute,15734
2009,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,ORANGE,UC,Psychiatric,1530
2009,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,ORANGE,UC,Physical Rehabilitation,220
2009,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,ORANGE,Investor,Acute,9582
2009,301297,PLACENTIA LINDA HOSPITAL,ORANGE,Investor,Acute,4221
2009,301304,NEWPORT BAY HOSPITAL,ORANGE,Investor,Psychiatric,757
2009,301317,SADDLEBACK MEMORIAL MEDICAL CENTER,ORANGE,Non-Profit,Acute,21128
2009,301317,SADDLEBACK MEMORIAL MEDICAL CENTER,ORANGE,Non-Profit,Physical Rehabilitation,243
2009,301337,MISSION HOSPITAL LAGUNA BEACH,ORANGE,Non-Profit,Acute,2398
2009,301337,MISSION HOSPITAL LAGUNA BEACH,ORANGE,Non-Profit,Skilled Nursing/Intermediate Care,24
2009,301337,MISSION HOSPITAL LAGUNA BEACH,ORANGE,Non-Profit,Psychiatric,738
2009,301337,MISSION HOSPITAL LAGUNA BEACH,ORANGE,Non-Profit,Chemical Dependency,649
2009,301340,ST. JOSEPH HOSPITAL - ORANGE,ORANGE,Non-Profit,Acute,25388
2009,301340,ST. JOSEPH HOSPITAL - ORANGE,ORANGE,Non-Profit,Psychiatric,1808
2009,301340,ST. JOSEPH HOSPITAL - ORANGE,ORANGE,Non-Profit,Chemical Dependency,1
2009,301342,ST. JUDE MEDICAL CENTER,ORANGE,Non-Profit,Acute,17856
2009,301342,ST. JUDE MEDICAL CENTER,ORANGE,Non-Profit,Skilled Nursing/Intermediate Care,811
2009,301342,ST. JUDE MEDICAL CENTER,ORANGE,Non-Profit,Physical Rehabilitation,478
2009,301357,NEWPORT SPECIALTY HOSPITAL,ORANGE,Investor,Acute,174
2009,301357,NEWPORT SPECIALTY HOSPITAL,ORANGE,Investor,Skilled Nursing/Intermediate Care,19
2009,301379,WEST ANAHEIM MEDICAL CENTER,ORANGE,Investor,Acute,6438
2009,301379,WEST ANAHEIM MEDICAL CENTER,ORANGE,Investor,Psychiatric,394
2009,301380,KINDRED HOSPITAL WESTMINSTER,ORANGE,Investor,Acute,1008
2009,301566,WESTERN MEDICAL CENTER - SANTA ANA,ORANGE,Investor,Acute,13320
2009,301566,WESTERN MEDICAL CENTER - SANTA ANA,ORANGE,Investor,Psychiatric,78
2009,304045,HOAG HOSPITAL IRVINE,ORANGE,Non-Profit,Acute,119
2009,304079,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,ORANGE,Investor,Physical Rehabilitation,1162
2009,304113,CHILDREN'S HOSPITAL AT MISSION,ORANGE,Non-Profit,Acute,2178
2009,304159,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,ORANGE,Investor,Skilled Nursing/Intermediate Care,19
2009,304159,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,ORANGE,Investor,Physical Rehabilitation,51
2009,304426,ROYALE' MISSION VIEJO,ORANGE,Investor,Psychiatric,293
2009,310791,SUTTER AUBURN FAITH HOSPITAL,PLACER,Non-Profit,Acute,4127
2009,311000,SUTTER ROSEVILLE MEDICAL CENTER,PLACER,Non-Profit,Acute,18248
2009,311000,SUTTER ROSEVILLE MEDICAL CENTER,PLACER,Non-Profit,Skilled Nursing/Intermediate Care,7
2009,311000,SUTTER ROSEVILLE MEDICAL CENTER,PLACER,Non-Profit,Physical Rehabilitation,717
2009,314029,TELECARE PLACER COUNTY PSYCHIATRIC HEALTH FACILITY,PLACER,Investor,Psychiatric,660
2009,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,PLUMAS,District,Acute,466
2009,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,PLUMAS,District,Skilled Nursing/Intermediate Care,86
2009,320986,PLUMAS DISTRICT HOSPITAL,PLUMAS,District,Acute,590
2009,321016,SENECA HEALTHCARE DISTRICT,PLUMAS,District,Acute,195
2009,321016,SENECA HEALTHCARE DISTRICT,PLUMAS,District,Skilled Nursing/Intermediate Care,34
2009,330120,"BETTY FORD CENTER AT EISENHOWER, THE",RIVERSIDE,Non-Profit,Chemical Dependency,1041
2009,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,Investor,Acute,10430
2009,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,Investor,Skilled Nursing/Intermediate Care,66
2009,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,Investor,Psychiatric,424
2009,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,RIVERSIDE,Investor,Physical Rehabilitation,171
2009,331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,Investor,Acute,19891
2009,331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,Investor,Skilled Nursing/Intermediate Care,1040
2009,331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,Investor,Psychiatric,1
2009,331164,DESERT REGIONAL MEDICAL CENTER,RIVERSIDE,Investor,Physical Rehabilitation,172
2009,331168,EISENHOWER MEDICAL CENTER,RIVERSIDE,Non-Profit,Acute,18319
2009,331194,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,District,Acute,12320
2009,331194,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,District,Skilled Nursing/Intermediate Care,41
2009,331194,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,District,Chemical Dependency,739
2009,331216,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,Investor,Acute,11840
2009,331226,RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,RIVERSIDE,Investor,Psychiatric,547
2009,331226,RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,RIVERSIDE,Investor,Chemical Dependency,390
2009,331288,PALO VERDE HOSPITAL,RIVERSIDE,District,Acute,1717
2009,331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,Non-Profit,Acute,10415
2009,331312,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,Investor,Acute,22695
2009,331326,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,District,Acute,4035
2009,331326,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,District,Skilled Nursing/Intermediate Care,288
2009,332172,KINDRED HOSPITAL RIVERSIDE,RIVERSIDE,Investor,Acute,380
2009,334018,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,District,Acute,4113
2009,334025,KAISER FND HOSP - RIVERSIDE,RIVERSIDE,Non-Profit,Acute,19252
2009,334048,KAISER FND HOSPITAL - MORENO VALLEY,RIVERSIDE,Non-Profit,Acute,5922
2009,334048,KAISER FND HOSPITAL - MORENO VALLEY,RIVERSIDE,Non-Profit,Psychiatric,988
2009,334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,RIVERSIDE,Investor,Acute,22981
2009,334457,OASIS PSYCHIATRIC HEALTH FACILITY,RIVERSIDE,Investor,Psychiatric,732
2009,334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,RIVERSIDE,City/County,Acute,19216
2009,334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,RIVERSIDE,City/County,Psychiatric,4002
2009,340913,KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE,SACRAMENTO,Non-Profit,Acute,35955
2009,340947,MERCY GENERAL HOSPITAL,SACRAMENTO,Non-Profit,Acute,20250
2009,340947,MERCY GENERAL HOSPITAL,SACRAMENTO,Non-Profit,Skilled Nursing/Intermediate Care,707
2009,340947,MERCY GENERAL HOSPITAL,SACRAMENTO,Non-Profit,Physical Rehabilitation,329
2009,340950,MERCY SAN JUAN HOSPITAL,SACRAMENTO,Non-Profit,Acute,20614
2009,340951,METHODIST HOSPITAL OF SACRAMENTO,SACRAMENTO,Non-Profit,Acute,9471
2009,340951,METHODIST HOSPITAL OF SACRAMENTO,SACRAMENTO,Non-Profit,Skilled Nursing/Intermediate Care,699
2009,340951,METHODIST HOSPITAL OF SACRAMENTO,SACRAMENTO,Non-Profit,Unknown,1
2009,341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,SACRAMENTO,UC,Acute,30392
2009,341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,SACRAMENTO,UC,Physical Rehabilitation,277
2009,341051,SUTTER GENERAL HOSPITAL,SACRAMENTO,Non-Profit,Acute,11688
2009,341051,SUTTER GENERAL HOSPITAL,SACRAMENTO,Non-Profit,Skilled Nursing/Intermediate Care,654
2009,341052,SUTTER MEMORIAL HOSPITAL,SACRAMENTO,Non-Profit,Acute,22471
2009,342344,KAISER FND HOSP - SOUTH SACRAMENTO,SACRAMENTO,Non-Profit,Acute,14098
2009,342392,SIERRA VISTA HOSPITAL,SACRAMENTO,Investor,Psychiatric,3216
2009,344011,SACRAMENTO COUNTY MENTAL HEALTH TREATMENT CENTER,SACRAMENTO,City/County,Psychiatric,1742
2009,344017,SUTTER CENTER FOR PSYCHIATRY,SACRAMENTO,Non-Profit,Psychiatric,2344
2009,344021,HERITAGE OAKS HOSPITAL,SACRAMENTO,Investor,Acute,2
2009,344021,HERITAGE OAKS HOSPITAL,SACRAMENTO,Investor,Psychiatric,2687
2009,344029,MERCY HOSPITAL - FOLSOM,SACRAMENTO,Non-Profit,Acute,5625
2009,344035,KINDRED HOSPITAL - SACRAMENTO,SACRAMENTO,Investor,Acute,314
2009,344114,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,SACRAMENTO,Non-Profit,Acute,1174
2009,344114,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,SACRAMENTO,Non-Profit,Physical Rehabilitation,42
2009,350784,HAZEL HAWKINS MEMORIAL HOSPITAL,SAN BENITO,District,Acute,2909
2009,350784,HAZEL HAWKINS MEMORIAL HOSPITAL,SAN BENITO,District,Skilled Nursing/Intermediate Care,214
2009,361105,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor,Acute,2853
2009,361110,BEAR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,District,Acute,413
2009,361110,BEAR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,District,Skilled Nursing/Intermediate Care,7
2009,361144,CHINO VALLEY MEDICAL CENTER,SAN BERNARDINO,Investor,Acute,6306
2009,361166,MONTCLAIR HOSPITAL MEDICAL CENTER,SAN BERNARDINO,Investor,Acute,5667
2009,361223,KAISER FND HOSP - FONTANA,SAN BERNARDINO,Non-Profit,Acute,29599
2009,361223,KAISER FND HOSP - FONTANA,SAN BERNARDINO,Non-Profit,Chemical Dependency,851
2009,361223,KAISER FND HOSP - FONTANA,SAN BERNARDINO,Non-Profit,Physical Rehabilitation,94
2009,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Acute,32616
2009,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Physical Rehabilitation,431
2009,361266,MOUNTAINS COMMUNITY HOSPITAL,SAN BERNARDINO,District,Acute,392
