Year,OSHPD Facility Number,Facility Name,Type Of Control,County Name,Discharge Days,Count
2009,331216,JOHN F KENNEDY MEMORIAL HOSPITAL,Investor,RIVERSIDE,Discharge Days,32967
2009,331226,RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,Investor,RIVERSIDE,Discharge Days,7151
2009,331288,PALO VERDE HOSPITAL,District,RIVERSIDE,Discharge Days,6409
2009,331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,Non-Profit,RIVERSIDE,Discharge Days,37577
2009,331312,RIVERSIDE COMMUNITY HOSPITAL,Investor,RIVERSIDE,Discharge Days,99241
2009,331326,SAN GORGONIO MEMORIAL HOSPITAL,District,RIVERSIDE,Discharge Days,15256
2009,332172,KINDRED HOSPITAL RIVERSIDE,Investor,RIVERSIDE,Discharge Days,11975
2009,334018,MENIFEE VALLEY MEDICAL CENTER,District,RIVERSIDE,Discharge Days,17851
2009,334025,KAISER FND HOSP - RIVERSIDE,Non-Profit,RIVERSIDE,Discharge Days,61845
2009,334048,KAISER FND HOSPITAL - MORENO VALLEY,Non-Profit,RIVERSIDE,Discharge Days,21504
2009,334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,Investor,RIVERSIDE,Discharge Days,69750
2009,334457,OASIS PSYCHIATRIC HEALTH FACILITY,Investor,RIVERSIDE,Discharge Days,4520
2009,334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,City/County,RIVERSIDE,Discharge Days,114165
2009,340913,KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE,Non-Profit,SACRAMENTO,Discharge Days,142214
2009,340947,MERCY GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Discharge Days,93643
2009,340950,MERCY SAN JUAN HOSPITAL,Non-Profit,SACRAMENTO,Discharge Days,84052
2009,340951,METHODIST HOSPITAL OF SACRAMENTO,Non-Profit,SACRAMENTO,Discharge Days,85128
2009,341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,UC,SACRAMENTO,Discharge Days,172023
2009,341051,SUTTER GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Discharge Days,73475
2009,341052,SUTTER MEMORIAL HOSPITAL,Non-Profit,SACRAMENTO,Discharge Days,95279
2009,342344,KAISER FND HOSP - SOUTH SACRAMENTO,Non-Profit,SACRAMENTO,Discharge Days,42545
2009,342392,SIERRA VISTA HOSPITAL,Investor,SACRAMENTO,Discharge Days,19651
2009,344011,SACRAMENTO COUNTY MENTAL HEALTH TREATMENT CENTER,City/County,SACRAMENTO,Discharge Days,25242
2009,344017,SUTTER CENTER FOR PSYCHIATRY,Non-Profit,SACRAMENTO,Discharge Days,18827
2009,344021,HERITAGE OAKS HOSPITAL,Investor,SACRAMENTO,Discharge Days,21137
2009,344029,MERCY HOSPITAL - FOLSOM,Non-Profit,SACRAMENTO,Discharge Days,19068
2009,344035,KINDRED HOSPITAL - SACRAMENTO,Investor,SACRAMENTO,Discharge Days,10505
2009,344114,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,Non-Profit,SACRAMENTO,Discharge Days,10170
2009,350784,HAZEL HAWKINS MEMORIAL HOSPITAL,District,SAN BENITO,Discharge Days,13110
2009,361105,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Discharge Days,7685
2009,361110,BEAR VALLEY COMMUNITY HOSPITAL,District,SAN BERNARDINO,Discharge Days,1035
2009,361144,CHINO VALLEY MEDICAL CENTER,Investor,SAN BERNARDINO,Discharge Days,16833
2009,361166,MONTCLAIR HOSPITAL MEDICAL CENTER,Investor,SAN BERNARDINO,Discharge Days,16604
2009,361223,KAISER FND HOSP - FONTANA,Non-Profit,SAN BERNARDINO,Discharge Days,116210
2009,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,204884
2009,361266,MOUNTAINS COMMUNITY HOSPITAL,District,SAN BERNARDINO,Discharge Days,2136
2009,361274,KINDRED HOSPITAL ONTARIO,Investor,SAN BERNARDINO,Discharge Days,29023
2009,361308,REDLANDS COMMUNITY HOSPITAL,Non-Profit,SAN BERNARDINO,Discharge Days,58341
2009,361318,SAN ANTONIO COMMUNITY HOSPITAL,Non-Profit,SAN BERNARDINO,Discharge Days,64303
2009,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,Non-Profit,SAN BERNARDINO,Discharge Days,61344
2009,361339,ST. BERNARDINE MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,79830
2009,361343,ST. MARY REGIONAL MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,62145
2009,361370,VICTOR VALLEY COMMUNITY HOSPITAL,City/County,SAN BERNARDINO,Discharge Days,24194
2009,361458,COLORADO RIVER MEDICAL CENTER,City/County,SAN BERNARDINO,Discharge Days,1965
2009,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Discharge Days,57033
2009,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,27477
2009,364050,CANYON RIDGE HOSPITAL,Investor,SAN BERNARDINO,Discharge Days,24661
2009,364121,BALLARD REHABILITATION HOSP,Investor,SAN BERNARDINO,Discharge Days,12660
2009,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Discharge Days,22939
2009,364188,KINDRED HOSPITAL RANCHO,Investor,SAN BERNARDINO,Discharge Days,17950
2009,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Discharge Days,112549
2009,370652,ALVARADO HOSPITAL,Investor,SAN DIEGO,Discharge Days,44650
2009,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Discharge Days,88288
2009,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Discharge Days,40285
2009,370693,SHARP CABRILLO HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,6634
2009,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,107537
2009,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Discharge Days,58123
2009,370705,FALLBROOK HOSPITAL DISTRICT,Investor,SAN DIEGO,Discharge Days,25552
2009,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,125856
2009,370721,KINDRED HOSPITAL - SAN DIEGO,Investor,SAN DIEGO,Discharge Days,16241
2009,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Discharge Days,125090
2009,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,148276
2009,370745,SHARP MESA VISTA HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,40461
2009,370749,ALVARADO PARKWAY INSTITUTE B.H.S.,Investor,SAN DIEGO,Discharge Days,21096
2009,370755,PALOMAR MEDICAL CENTER,District,SAN DIEGO,Discharge Days,112346
2009,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Discharge Days,51368
2009,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,Non-Profit,SAN DIEGO,Discharge Days,83651
2009,370780,TRI-CITY MEDICAL CENTER,District,SAN DIEGO,Discharge Days,79559
2009,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,UC,SAN DIEGO,Discharge Days,139727
2009,370787,PROMISE HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Discharge Days,29605
2009,370875,SHARP CHULA VISTA MEDICAL CENTER,Non-Profit,SAN DIEGO,Discharge Days,99619
2009,370977,POMERADO HOSPITAL,District,SAN DIEGO,Discharge Days,71288
2009,371256,SCRIPPS GREEN HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,40176
2009,371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,Non-Profit,SAN DIEGO,Discharge Days,46885
2009,374024,AURORA SAN DIEGO,Investor,SAN DIEGO,Discharge Days,23847
2009,374049,SHARP VISTA PACIFICA,Non-Profit,SAN DIEGO,Discharge Days,3626
2009,374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,City/County,SAN DIEGO,Discharge Days,67977
2009,374084,SAN DIEGO HOSPICE AND PALLIATIVE CARE-ACUTE CARE CTR,Non-Profit,SAN DIEGO,Discharge Days,7842
2009,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Discharge Days,20533
2009,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Discharge Days,149862
2009,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Discharge Days,62865
2009,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Discharge Days,379118
2009,380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE,UC,SAN FRANCISCO,Discharge Days,6032
2009,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Discharge Days,176826
2009,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Discharge Days,150103
2009,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Discharge Days,36954
2009,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Discharge Days,45460
2009,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Discharge Days,42369
2009,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Discharge Days,193097
2009,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Discharge Days,10870
2009,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Discharge Days,53687
2009,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Discharge Days,42205
2009,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Discharge Days,43079
2009,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,Non-Profit,SAN JOAQUIN,Discharge Days,88316
2009,391056,SUTTER TRACY COMMUNITY HOSPITAL,Non-Profit,SAN JOAQUIN,Discharge Days,18484
2009,392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,Non-Profit,SAN JOAQUIN,Discharge Days,8907
2009,392287,DOCTORS HOSPITAL OF MANTECA,Investor,SAN JOAQUIN,Discharge Days,18428
2009,394003,SAN JOAQUIN COUNTY P.H.F.,City/County,SAN JOAQUIN,Discharge Days,14806
2009,394009,KAISER FND HOSP-MANTECA,Non-Profit,SAN JOAQUIN,Discharge Days,43722
2009,400466,ARROYO GRANDE COMMUNITY HOSPITAL,Non-Profit,SAN LUIS OBISPO,Discharge Days,12218
2009,400480,FRENCH HOSPITAL MEDICAL CENTER,Non-Profit,SAN LUIS OBISPO,Discharge Days,18089
2009,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,Investor,SAN LUIS OBISPO,Discharge Days,32445
2009,400548,TWIN CITIES COMMUNITY HOSPITAL,Investor,SAN LUIS OBISPO,Discharge Days,26277
2009,404046,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,City/County,SAN LUIS OBISPO,Discharge Days,3203
2009,410782,SAN MATEO MEDICAL CENTER,City/County,SAN MATEO,Discharge Days,122702
2009,410804,KAISER FND HOSP - REDWOOD CITY,Non-Profit,SAN MATEO,Discharge Days,35429
2009,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,Non-Profit,SAN MATEO,Discharge Days,24389
2009,410817,SETON MEDICAL CENTER,Non-Profit,SAN MATEO,Discharge Days,77539
2009,410828,SETON MEDICAL CENTER - COASTSIDE,Non-Profit,SAN MATEO,Discharge Days,30432
2009,410852,MILLS-PENINSULA MEDICAL CENTER,Non-Profit,SAN MATEO,Discharge Days,89374
2009,410891,SEQUOIA HOSPITAL,Non-Profit,SAN MATEO,Discharge Days,36828
2009,414018,MENLO PARK SURGICAL HOSPITAL,Non-Profit,SAN MATEO,Discharge Days,630
2009,420483,GOLETA VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Discharge Days,5443
2009,420491,LOMPOC VALLEY MEDICAL CENTER,District,SANTA BARBARA,Discharge Days,14230
2009,420493,MARIAN MEDICAL CENTER,Non-Profit,SANTA BARBARA,Discharge Days,66967
2009,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Discharge Days,94145
2009,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Discharge Days,893
2009,424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,City/County,SANTA BARBARA,Discharge Days,5435
2009,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Discharge Days,58424
2009,430743,EL CAMINO HOSPITAL LOS GATOS,Non-Profit,SANTA CLARA,Discharge Days,3324
2009,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Discharge Days,94511
2009,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Discharge Days,97348
2009,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Discharge Days,69093
2009,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Discharge Days,133401
2009,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Discharge Days,134811
2009,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Discharge Days,55375
2009,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Discharge Days,89405
2009,434051,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,Investor,SANTA CLARA,Discharge Days,5913
2009,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Discharge Days,14061
2009,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Discharge Days,97837
2009,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Discharge Days,66270
2009,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Discharge Days,7033
2009,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Discharge Days,26127
2009,450936,MAYERS MEMORIAL HOSPITAL,District,SHASTA,Discharge Days,3067
2009,450940,SHASTA REGIONAL MEDICAL CENTER,Investor,SHASTA,Discharge Days,18336
2009,450949,MERCY MEDICAL CENTER - REDDING,Non-Profit,SHASTA,Discharge Days,59715
2009,454012,NORTHERN CALIFORNIA REHABILITATION HOSPITAL,Investor,SHASTA,Discharge Days,23500
2009,454013,PATIENTS' HOSPITAL OF REDDING,Investor,SHASTA,Discharge Days,710
2009,470871,MERCY MEDICAL CENTER MT. SHASTA,Non-Profit,SISKIYOU,Discharge Days,8613
2009,474007,FAIRCHILD MEDICAL CENTER,Non-Profit,SISKIYOU,Discharge Days,5459
2009,480989,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,Non-Profit,SOLANO,Discharge Days,76403
2009,481015,ST. HELENA HOSPITAL CENTER FOR BEHAVIORAL HEALTH,Non-Profit,SOLANO,Discharge Days,19388
2009,481094,SUTTER SOLANO MEDICAL CENTER,Non-Profit,SOLANO,Discharge Days,20659
2009,481357,NORTH BAY MEDICAL CENTER,Non-Profit,SOLANO,Discharge Days,25447
2009,484001,NORTH BAY VACAVALLEY HOSPITAL,Non-Profit,SOLANO,Discharge Days,12258
2009,484028,NORTH VALLEY-SOLANO COUNTY PSYCHIATRIC HEALTH FACILITY,Investor,SOLANO,Discharge Days,4159
2009,484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,Non-Profit,SOLANO,Discharge Days,2698
2009,490919,SUTTER MEDICAL CENTER OF SANTA ROSA,Non-Profit,SONOMA,Discharge Days,25328
2009,490964,HEALDSBURG DISTRICT HOSPITAL,District,SONOMA,Discharge Days,3764
2009,491001,PETALUMA VALLEY HOSPITAL,Non-Profit,SONOMA,Discharge Days,11160
2009,491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,Non-Profit,SONOMA,Discharge Days,60856
2009,491076,SONOMA VALLEY HOSPITAL,District,SONOMA,Discharge Days,13215
2009,491338,PALM DRIVE HOSPITAL,District,SONOMA,Discharge Days,5054
2009,494019,KAISER FND HOSP - SANTA ROSA,Non-Profit,SONOMA,Discharge Days,35104
2009,500852,DOCTORS MEDICAL CENTER,Investor,STANISLAUS,Discharge Days,114100
2009,500867,"EMANUEL MEDICAL CENTER, INC",Non-Profit,STANISLAUS,Discharge Days,87349
2009,500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,Non-Profit,STANISLAUS,Discharge Days,103385
2009,500954,KINDRED HOSPITAL MODESTO,Investor,STANISLAUS,Discharge Days,18339
2009,500967,OAK VALLEY DISTRICT HOSPITAL (2-RH),District,STANISLAUS,Discharge Days,34060
2009,504038,STANISLAUS SURGICAL HOSPITAL,Investor,STANISLAUS,Discharge Days,2525
2009,510882,FREMONT MEDICAL CENTER,Non-Profit,SUTTER,Discharge Days,27249
2009,514001,SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY,City/County,SUTTER,Discharge Days,2926
2009,514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,Investor,SUTTER,Discharge Days,527
2009,514033,NORTH VALLEY BEHAVIORAL HEALTH,Investor,SUTTER,Discharge Days,4257
2009,514037,SEQUOIA PSYCHIATRIC CENTER - PHF,Investor,SUTTER,Discharge Days,2123
2009,521041,ST. ELIZABETH COMMUNITY HOSPITAL,Non-Profit,TEHAMA,Discharge Days,10947
2009,531059,TRINITY HOSPITAL,City/County,TRINITY,Discharge Days,2130
2009,540734,KAWEAH DELTA MEDICAL CENTER,District,TULARE,Discharge Days,131147
2009,540798,SIERRA VIEW DISTRICT HOSPITAL,District,TULARE,Discharge Days,40327
2009,540816,TULARE REGIONAL MEDICAL CENTER,District,TULARE,Discharge Days,22488
2009,551061,TUOLUMNE GENERAL MEDICAL FACILITY,City/County,TUOLUMNE,Discharge Days,6055
2009,554011,SONORA REGIONAL MEDICAL CENTER - GREENLEY,Non-Profit,TUOLUMNE,Discharge Days,38554
2009,560203,AURORA VISTA DEL MAR HOSPITAL,Investor,VENTURA,Discharge Days,24221
2009,560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,Non-Profit,VENTURA,Discharge Days,55208
2009,560481,VENTURA COUNTY MEDICAL CENTER,City/County,VENTURA,Discharge Days,57891
2009,560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,Investor,VENTURA,Discharge Days,80911
2009,560501,OJAI VALLEY COMMUNITY HOSPITAL,Non-Profit,VENTURA,Discharge Days,20557
2009,560508,ST. JOHN'S PLEASANT VALLEY HOSPITAL,Non-Profit,VENTURA,Discharge Days,27890
2009,560525,SIMI VALLEY HOSPITAL AND HEALTH CARE SVCS-SYCAMORE,Non-Profit,VENTURA,Discharge Days,31802
2009,560529,ST. JOHN'S REGIONAL MEDICAL CENTER,Non-Profit,VENTURA,Discharge Days,62933
2009,560838,PACIFIC SHORES HOSPITAL,Investor,VENTURA,Discharge Days,6632
2009,564121,THOUSAND OAKS SURGICAL HOSPITAL,Investor,VENTURA,Discharge Days,1750
2009,571086,WOODLAND MEMORIAL HOSPITAL,Non-Profit,YOLO,Discharge Days,17591
2009,574010,SUTTER DAVIS HOSPITAL,Non-Profit,YOLO,Discharge Days,11686
2009,580996,RIDEOUT MEMORIAL HOSPITAL,Non-Profit,YUBA,Discharge Days,35130
2010,010735,ALAMEDA HOSPITAL,District,ALAMEDA,Discharge Days,20175
2010,010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,Non-Profit,ALAMEDA,Discharge Days,101485
2010,010776,CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND,Non-Profit,ALAMEDA,Discharge Days,53974
2010,010782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,Non-Profit,ALAMEDA,Discharge Days,11127
2010,010805,EDEN MEDICAL CENTER,Non-Profit,ALAMEDA,Discharge Days,43584
2010,010844,ALTA BATES SUMMIT MED CTR-HERRICK CAMPUS,Non-Profit,ALAMEDA,Discharge Days,40107
2010,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,City/County,ALAMEDA,Discharge Days,157358
2010,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Discharge Days,90697
2010,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Discharge Days,60132
2010,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Investor,ALAMEDA,Discharge Days,19676
2010,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Discharge Days,75831
2010,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Discharge Days,44026
2010,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Discharge Days,66417
2010,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Discharge Days,17485
2010,013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,Non-Profit,ALAMEDA,Discharge Days,6690
2010,014034,FREMONT HOSPITAL,Investor,ALAMEDA,Discharge Days,31474
2010,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Discharge Days,47245
2010,014207,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,Investor,ALAMEDA,Discharge Days,7856
2010,014226,TELECARE WILLOW ROCK CENTER,Investor,ALAMEDA,Discharge Days,3324
2010,034002,SUTTER AMADOR HOSPITAL,Non-Profit,AMADOR,Discharge Days,8253
2010,040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,Non-Profit,BUTTE,Discharge Days,3832
2010,040875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Discharge Days,22458
2010,040937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Discharge Days,38349
2010,040962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Discharge Days,72504
2010,044006,BUTTE COUNTY PHF,City/County,BUTTE,Discharge Days,5064
2010,050932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Non-Profit,CALAVERAS,Discharge Days,5178
2010,060870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Discharge Days,5126
2010,070904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Discharge Days,32137
2010,070924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Discharge Days,44368
2010,070934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Discharge Days,32222
2010,070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Discharge Days,90774
2010,070990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Discharge Days,70787
2010,071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Discharge Days,45369
2010,074017,SAN RAMON REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Discharge Days,21461
2010,074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,Non-Profit,CONTRA COSTA,Discharge Days,17648
2010,074097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Discharge Days,31327
2010,084001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Discharge Days,8746
2010,090793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Discharge Days,11226
2010,090933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Discharge Days,26547
2010,094002,EL DORADO COUNTY P H F,City/County,EL DORADO,Discharge Days,2377
2010,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Discharge Days,36965
2010,100697,COALINGA REGIONAL MEDICAL CENTER,District,FRESNO,Discharge Days,12263
2010,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Discharge Days,237787
2010,100745,KINGSBURG MEDICAL CENTER,District,FRESNO,Discharge Days,30746
2010,100797,SIERRA KINGS DISTRICT HOSPITAL,District,FRESNO,Discharge Days,6779
2010,100899,ST. AGNES MEDICAL CENTER,Non-Profit,FRESNO,Discharge Days,113486
2010,104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,Investor,FRESNO,Discharge Days,17209
2010,104047,FRESNO SURGICAL HOSPITAL,Investor,FRESNO,Discharge Days,4335
2010,104062,KAISER FND HOSP - FRESNO,Non-Profit,FRESNO,Discharge Days,30136
2010,104089,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-FRESNO,City/County,FRESNO,Discharge Days,4875
2010,105029,FRESNO HEART AND SURGICAL HOSPITAL,Non-Profit,FRESNO,Discharge Days,10135
2010,110889,GLENN MEDICAL CENTER,Non-Profit,GLENN,Discharge Days,1315
2010,121002,MAD RIVER COMMUNITY HOSPITAL,Investor,HUMBOLDT,Discharge Days,8759
2010,121031,JEROLD PHELPS COMMUNITY HOSPITAL,District,HUMBOLDT,Discharge Days,2923
2010,121051,REDWOOD MEMORIAL HOSPITAL,Non-Profit,HUMBOLDT,Discharge Days,6420
2010,121080,ST. JOSEPH HOSPITAL - EUREKA,Non-Profit,HUMBOLDT,Discharge Days,31588
2010,124004,SEMPERVIRENS P.H.F.,City/County,HUMBOLDT,Discharge Days,3811
2010,130699,EL CENTRO REGIONAL MEDICAL CENTER,City/County,IMPERIAL,Discharge Days,25183
2010,130760,PIONEERS MEMORIAL HOSPITAL,District,IMPERIAL,Discharge Days,24959
2010,141273,NORTHERN INYO HOSPITAL,District,INYO,Discharge Days,3093
2010,141338,SOUTHERN INYO HOSPITAL,District,INYO,Discharge Days,5815
2010,150706,DELANO REGIONAL MEDICAL CENTER,Non-Profit,KERN,Discharge Days,27548
2010,150722,BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET,Non-Profit,KERN,Discharge Days,76524
2010,150736,KERN MEDICAL CENTER,City/County,KERN,Discharge Days,56455
2010,150737,KERN VALLEY HEALTHCARE DISTRICT,District,KERN,Discharge Days,26728
2010,150761,MERCY HOSPITAL - BAKERSFIELD,Non-Profit,KERN,Discharge Days,58878
2010,150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,Investor,KERN,Discharge Days,24122
2010,150782,RIDGECREST REGIONAL HOSPITAL,Non-Profit,KERN,Discharge Days,11787
2010,150788,SAN JOAQUIN COMMUNITY HOSPITAL,Non-Profit,KERN,Discharge Days,74490
2010,150808,TEHACHAPI HOSPITAL,District,KERN,Discharge Days,6451
2010,154022,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL,Investor,KERN,Discharge Days,18213
2010,154101,BAKERSFIELD HEART HOSPITAL,Investor,KERN,Discharge Days,15262
2010,154147,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-BAKERSFIELD,Investor,KERN,Discharge Days,3436
2010,154160,CRESTWOOD PSYCHIATRIC HEALTH FACILITY 2,Non-Profit,KERN,Discharge Days,65
2010,160702,CORCORAN DISTRICT HOSPITAL,District,KINGS,Discharge Days,1530
2010,160725,HANFORD COMMUNITY MEDICAL CENTER,Non-Profit,KINGS,Discharge Days,34544
2010,160787,CENTRAL VALLEY GENERAL HOSPITAL,Non-Profit,KINGS,Discharge Days,14187
2010,164029,ADVENTIST MEDICAL CENTER,Non-Profit,KINGS,Discharge Days,3252
